dwID	Path	Frame	szTip	szSource
100000889	ui\Image\Homeland\data\source\Home\vegetation\Flowers\F_H_Tulipa01_R_01_HD.srt.tga	0	此花生于大秦以西南诸海上国，性喜阴湿。非世所谓“郁金”香也。	生活技能
100000890	ui\Image\Homeland\data\source\Home\vegetation\Flowers\F_H_Tulipa01_W_01_HD.srt.tga	0	此花生于大秦以西南诸海上国，性喜阴湿。非世所谓“郁金”香也。	生活技能
100000891	ui\Image\Homeland\data\source\Home\vegetation\Flowers\F_H_Tulipa01_Y_01_HD.srt.tga	0	此花生于大秦以西南诸海上国，性喜阴湿。非世所谓“郁金”香也。	生活技能
100000892	ui\Image\Homeland\data\source\Home\vegetation\Flowers\F_H_WildfLower02_02_HD.srt.tga	0	此物形似秋英，初非本朝原生种属，概为长安白氏引入培育。	生活技能
100000893	ui\Image\Homeland\data\source\Home\vegetation\Flowers\F_L_VaniotHoutt01_01.srt.tga	0	《英公本草》引《养生论》云：“合欢蠲忿，萱草忘忧”，又云：“诗人又有萱草，皆云即是今鹿葱，而不入药用。至于合欢，举俗无识之者”。	园宅币
100000894	ui\Image\Homeland\data\source\Home\vegetation\Other\O_H_Mushroom_B_01_HD.mesh.tga	0	此物初非本朝原生种属，概为长安白氏引入培育。	生活技能
100000895	ui\Image\Homeland\data\source\Home\vegetation\Other\O_H_Mushroom_R_01_HD.mesh.tga	0	此物初非本朝原生种属，概为长安白氏引入培育。	生活技能
100000896	ui\Image\Homeland\data\source\Home\vegetation\Other\O_H_Mushroom_V_01_HD.mesh.tga	0	此物初非本朝原生种属，概为长安白氏引入培育。	生活技能
100000897	ui\Image\Homeland\data\source\Home\vegetation\Other\O_H_Mushroom_W_01_HD.mesh.tga	0	此物初非本朝原生种属，概为长安白氏引入培育。	生活技能
100000898	ui\Image\Homeland\data\source\Home\vegetation\Other\O_H_Mushroom_Y_01_HD.mesh.tga	0	此物初非本朝原生种属，概为长安白氏引入培育。	生活技能
100000903	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_AB400_A_HD.mesh.tga	0		园宅币
100000904	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_AB400_B_HD.mesh.tga	0		园宅币
100000905	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_AB400_C_HD.mesh.tga	0		园宅币
100000906	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_AB400_D_HD.mesh.tga	0		园宅币
100000907	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_AB400_E_HD.mesh.tga	0		园宅币
100000908	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_AB400_F_HD.mesh.tga	0		园宅币
100000909	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_deflectionA_01_600_400_600_HD.mesh.tga	0		园宅币
100000910	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_deflectionB_01_600_400_600_HD.mesh.tga	0		园宅币
100000911	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_door_01_400_400_600_HD.mesh.tga	0		园宅币
100000912	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_gate_01_400_800_600_HD.mesh.tga	0		园宅币
100000913	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_special_01_400_400_700_HD.mesh.tga	0		园宅币
100000914	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Corridor_M_corridor01_tilt_01_400_400_700_HD.mesh.tga	0		园宅币
100000915	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_AB400_A_HD.mesh.tga	0		园宅币
100000916	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_AB400_B_HD.mesh.tga	0		园宅币
100000917	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_AB400_C_HD.mesh.tga	0		园宅币
100000918	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_AB400_D_HD.mesh.tga	0		园宅币
100000919	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_AB400_E_HD.mesh.tga	0		园宅币
100000920	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_AB400_F_HD.mesh.tga	0		园宅币
100000921	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_deflectionA_01_600_400_0_HD.mesh.tga	0		园宅币
100000922	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_deflectionB_01_600_400_0_HD.mesh.tga	0		园宅币
100000923	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_deflection_01_1000_1000_0_HD.mesh.tga	0		园宅币
100000924	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_deflection_01_800_800_0_HD.mesh.tga	0		园宅币
100000925	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_special_01_400_400_0_HD.mesh.tga	0		园宅币
100000926	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_straight_01_400_200_0_HD.mesh.tga	0		园宅币
100000927	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_alley01_straight_01_400_800_0_HD.mesh.tga	0		园宅币
100000928	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_AB400_A_HD.mesh.tga	0		园宅币
100000929	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_AB400_B_HD.mesh.tga	0		园宅币
100000930	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_AB400_C_HD.mesh.tga	0		园宅币
100000931	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_AB400_D_HD.mesh.tga	0		园宅币
100000932	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_AB400_E_HD.mesh.tga	0		园宅币
100000933	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_AB400_F_HD.mesh.tga	0		园宅币
100000934	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_deflectionA_01_600_400_400_HD.mesh.tga	0		园宅币
100000935	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_deflectionB_01_600_400_400_HD.mesh.tga	0		园宅币
100000936	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_deflection_01_1000_1000_400_HD.mesh.tga	0		园宅币
100000937	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_deflection_01_800_800_400_HD.mesh.tga	0		园宅币
100000938	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_path_M_bridge01_special_01_400_800_400_HD.mesh.tga	0		园宅币
100000939	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_AB200_A_HD.mesh.tga	0		园宅币
100000940	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_AB200_B_HD.mesh.tga	0		园宅币
100000941	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_AB200_C_HD.mesh.tga	0		园宅币
100000942	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_AB200_D_HD.mesh.tga	0		园宅币
100000943	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_AB200_E_HD.mesh.tga	0		园宅币
100000944	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_AB200_F_HD.mesh.tga	0		园宅币
100000945	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_deflectionA_01_200_400_400_HD.mesh.tga	0		园宅币
100000946	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_deflectionB_01_200_400_400_HD.mesh.tga	0		园宅币
100000950	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_special_01_50_400_400_HD.mesh.tga	0		园宅币
100000951	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_window_01_50_400_400_HD.mesh.tga	0		园宅币
100000952	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_courtyardwall01_window_01_50_800_400_HD.mesh.tga	0		园宅币
100000953	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_A_HD.mesh.tga	0		园宅币
100000954	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_B1_HD.mesh.tga	0		园宅币
100000955	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_B_HD.mesh.tga	0		园宅币
100000956	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_C1_HD.mesh.tga	0		园宅币
100000957	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_C_HD.mesh.tga	0		园宅币
100000958	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_D_HD.mesh.tga	0		园宅币
100000959	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_E1_HD.mesh.tga	0		园宅币
100000960	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_E2_HD.mesh.tga	0		园宅币
100000961	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_E3_HD.mesh.tga	0		园宅币
100000962	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_E_HD.mesh.tga	0		园宅币
100000963	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_Wall_M_wallcorridor01_AB400_F_HD.mesh.tga	0		园宅币
100000964	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_deflectionA_01_450_400_550_HD.mesh.tga	0		园宅币
100000965	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_deflectionB_01_450_400_550_HD.mesh.tga	0		园宅币
100000966	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_door_01_250_400_550_HD.mesh.tga	0		园宅币
100000968	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_open_01_250_400_550_HD.mesh.tga	0		园宅币
100000969	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_special_01_250_400_550_HD.mesh.tga	0		园宅币
100000970	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_special_01_250_800_550_HD.mesh.tga	0		园宅币
100000971	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_tiltA_01_250_400_550_HD.mesh.tga	0		园宅币
100000972	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_tiltB_01_250_400_550_HD.mesh.tga	0		园宅币
100000973	ui\Image\Homeland\data\source\Home\building\AREA\JN\JN_wall_M_wallcorridor01_window_01_250_800_550_HD.mesh.tga	0		园宅币
100000974	ui\Image\Homeland\data\source\Home\other\plane\plan4x4.prefab.tga	0		入住家园赠送
100000975	ui\Image\Homeland\data\source\Home\other\plane\plan8x8.prefab.tga	0		入住家园赠送
100000976	ui\Image\Homeland\data\source\Home\other\plane\plan10x10.prefab.tga	0		入住家园赠送
100000977	ui\Image\Homeland\data\source\Home\other\plane\plan15x15.prefab.tga	0		入住家园赠送
100000978	ui\Image\Homeland\data\source\Home\other\plane\plan30x40.prefab.tga	0		入住家园赠送
100000979	ui\Image\Homeland\data\source\Home\vegetation\Brush\B_H_CarmineFlowers01_01_A_HD.Mesh.tga	0		园宅币
100000980	ui\Image\Homeland\data\source\Home\vegetation\Brush\B_H_Herb01_01_A_HD.Mesh.tga	0		园宅币
100000981	ui\Image\Homeland\data\source\Home\vegetation\Brush\B_H_Herb02_01_200_A_HD.Mesh.tga	0		
100000982	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1010_P.prefab.tga	0	居业行梓人李准所制，采疏松的天竺石为置基，配菖蒲、鸢尾、玉簪、珠兰、挂剑台胎藓，松萝布植琐碎。	园宅币
100000983	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1011_P.prefab.tga	0	天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100000984	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1012_P.prefab.tga	0	罗浮石与华严石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。罗浮石一种色黄，一种黄而斑黑，一种色紫。黄而斑黑者，可以制良砚，紫者可堪制墨料。	园宅币
100000985	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1013_P.prefab.tga	0	太湖石，色灰白，多笋而遍生孔皱。清嘉剔透。	园宅币
100000986	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1014_P.prefab.tga	0	配天竺石香樟树一组。天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100000987	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1015_P.prefab.tga	0	配天竺石苦楝树一组。天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100000988	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1016_P.prefab.tga	0	配天竺石古榕树一组。天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100000989	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1017_P.prefab.tga	0	天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100000990	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1018_P.prefab.tga	0	罗浮石与华严石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。罗浮石一种色黄，一种黄而斑黑，一种色紫。黄而斑黑者，可以制良砚，紫者可堪制墨料。	园宅币
100000991	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1019_P.prefab.tga	0	阎清怀昔年曾为王摩诘于辋川置别业，此方池苑布置样式便是彼时创制，为斤竹岭远近池苑所用。	园宅币
100000992	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1020_P.prefab.tga	0	阎清怀昔年曾为王摩诘于辋川置别业，此方池苑布置样式便是彼时创制，为欹湖泉远近池苑所用。	园宅币
100000993	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1021_P.prefab.tga	0	阎清怀昔年曾为王摩诘于辋川置别业，此方池苑布置样式便是彼时创制，为斤竹岭远近池苑所用。	园宅币
100000994	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1022_P.prefab.tga	0	看起来似是一方花蔓茅坞，十分惬意。	园宅币
100000995	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1024_P.prefab.tga	0	罗浮石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。	园宅币
100000996	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1025_P.prefab.tga	0	罗浮石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。	园宅币
100000997	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1027_P.prefab.tga	0		园宅币
100000998	ui\Image\Homeland\data\source\Home\courtyard\landscape\landscape1_1_1028_P.prefab.tga	0		园宅币
100000999	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1001_P.prefab.tga	0		园宅币
100001000	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1002_P.prefab.tga	0		园宅币
100001001	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1003_P.prefab.tga	0		园宅币
100001002	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1004_P.prefab.tga	0		园宅币
100001003	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1005_P.prefab.tga	0		园宅币
100001004	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1006_P.prefab.tga	0		园宅币
100001005	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1007_P.prefab.tga	0		园宅币
100001006	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1008_P.prefab.tga	0		园宅币
100001007	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1009_P.prefab.tga	0		园宅币
100001008	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1010_P.prefab.tga	0		园宅币
100001009	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1011_P.prefab.tga	0		园宅币
100001010	ui\Image\Homeland\data\source\Home\courtyard\applique\applique1_1_1001_P.prefab.tga	0		园宅币
100001011	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1012_P.prefab.tga	0		园宅币
100001012	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1014_P.prefab.tga	0	巫山石虽著名，却并不是以产地称论的一类石头。各地所产纠纷古怪的石头，都常被世人称作“巫山石”。	园宅币
100001013	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1015_P.prefab.tga	0	巫山石虽著名，却并不是以产地称论的一类石头。各地所产纠纷古怪的石头，都常被世人称作“巫山石”。	园宅币
100001014	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1016_P.prefab.tga	0	巫山石虽著名，却并不是以产地称论的一类石头。各地所产纠纷古怪的石头，都常被世人称作“巫山石”。	园宅币
100001015	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1017_P.prefab.tga	0	巫山石虽著名，却并不是以产地称论的一类石头。各地所产纠纷古怪的石头，都常被世人称作“巫山石”。	园宅币
100001016	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1018_P.prefab.tga	0	巫山石虽著名，却并不是以产地称论的一类石头。各地所产纠纷古怪的石头，都常被世人称作“巫山石”。	园宅币
100001017	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1019_P.prefab.tga	0	巫山石虽著名，却并不是以产地称论的一类石头。各地所产纠纷古怪的石头，都常被世人称作“巫山石”。	园宅币
100001018	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1020_P.prefab.tga	0	天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100001019	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1021_P.prefab.tga	0	罗浮石与华严石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。罗浮石一种色黄，一种黄而斑黑，一种色紫。黄而斑黑者，可以制良砚，紫者可堪制墨料。	园宅币
100001020	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1022_P.prefab.tga	0	天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100001021	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1023_P.prefab.tga	0	天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100001022	ui\Image\Homeland\data\source\Home\courtyard\sundries\sundries1_1_1001_P.prefab.tga	0		
100001023	ui\Image\Homeland\data\source\Home\courtyard\sundries\sundries1_1_1002_P.prefab.tga	0	罗浮石与华严石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。罗浮石一种色黄，一种黄而斑黑，一种色紫。黄而斑黑者，可以制良砚，紫者可堪制墨料。	园宅币
100001024	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1026_P.prefab.tga	0		园宅币
100001025	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1027_P.prefab.tga	0	产出地图：洞天福地岛	宠物游历
100001026	ui\Image\Homeland\data\source\Home\furniture\ornament\Ornament1_1_1056_P.prefab.tga	0		
100001027	ui\Image\Homeland\data\source\Home\courtyard\railing\railing1_1_1001_P.prefab.tga	0		
100001028	ui\Image\Homeland\data\source\Home\courtyard\railing\railing1_1_1002_P.prefab.tga	0		
100001029	ui\Image\Homeland\data\source\Home\courtyard\railing\railing1_1_1003_P.prefab.tga	0		
100001030	ui\Image\Homeland\data\source\Home\courtyard\railing\railing1_1_1004_P.prefab.tga	0		
100001031	ui\Image\Homeland\data\source\Home\courtyard\railing\railing1_1_1005_P.prefab.tga	0		
100001032	ui\Image\Homeland\data\source\Home\courtyard\railing\railing1_1_1006_P.prefab.tga	0		
100001033	ui\Image\Homeland\data\source\Home\courtyard\railing\railing1_1_1007_P.prefab.tga	0		
100001034	ui\Image\Homeland\data\source\Home\furniture\Farmtools\Farmtools1_1_1008_P.prefab.tga	0		园宅币
100001035	ui\Image\Homeland\data\source\Home\furniture\Farmtools\Farmtools1_1_1009_P.prefab.tga	0		园宅币
100001036	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1013_P.prefab.tga	0		园宅币
100001037	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1039_P.prefab.tga	0		园宅币
100001038	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1040_P.prefab.tga	0		园宅币
100001039	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1041_P.prefab.tga	0		园宅币
100001040	ui\Image\Homeland\data\source\Home\furniture\Farmtools\Farmtools1_1_1010.mesh.tga	0		园宅币
100001041	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1043_P.prefab.tga	0		园宅币
100001042	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1044_P.prefab.tga	0		园宅币
100001043	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1001_P.prefab.tga	0		园宅币
100001044	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1002_P.prefab.tga	0		园宅币
100001045	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1003_P.prefab.tga	0		园宅币
100001046	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1004_P.prefab.tga	0		园宅币
100001047	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1005_P.prefab.tga	0		园宅币
100001048	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1006_P.prefab.tga	0		
100001049	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1007_P.prefab.tga	0		
100001050	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1008_P.prefab.tga	0		
100001051	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1009_P.prefab.tga	0		
100001052	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1054_P.prefab.tga	0	天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100001053	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1055_P.prefab.tga	0	天竺石，杭州天竺山所产，当世文人园中所常用。世人多以太湖石为甲，罗浮、天竺次焉。	园宅币
100001054	ui\Image\Homeland\data\source\Home\furniture\chair\Chair2_1_1013.mesh.tga	0	一方酒胡椅，面呈蕉叶形，萦绳为饰，通体素髹。酒胡，又称劝酒胡，时人多刻木为胡人形，置之盘中，左右欹侧如舞，久之乃倒，视共传筹所至或倒时所指向者饮酒。	生活技能
100001055	ui\Image\Homeland\data\source\Home\furniture\ornament\Ornament1_1_1047_P.prefab.tga	0	物如其名。	园宅币
100001056	ui\Image\Homeland\data\source\Home\furniture\Farmtools\Farmtools1_1_1011_P.prefab.tga	0		园宅币
100001057	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1012_P.prefab.tga	0		园宅币
100001058	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1060_P.prefab.tga	0		园宅币
100001059	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1061_P.prefab.tga	0		园宅币
100001060	ui\Image\Homeland\data\source\Home\courtyard\applique\applique1_1_1005_P.prefab.tga	0		园宅币
100001061	ui\Image\Homeland\data\source\Home\furniture\Farmtools\Farmtools1_1_1012_P.prefab.tga	0	产出地图：阴山大草原	宠物游历
100001062	ui\Image\Homeland\data\source\Home\courtyard\plant\plant1_1_1017_P.prefab.tga	0		园宅币
100001063	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1013_P.prefab.tga	0	乌程县西十五里，有卞山，所居产石奇巧，罗布山间，嵌石傀儡，色类灵璧，而清润尤胜叶。	园宅币
100001064	ui\Image\Homeland\data\source\Home\courtyard\roadsystem\roadsystem1_1_1014_P.prefab.tga	0	乌程县西十五里，有卞山，所居产石奇巧，罗布山间，嵌石傀儡，色类灵璧，而清润尤胜叶。	园宅币
100001065	ui\Image\Homeland\data\source\Home\furniture\Farmtools\Farmtools1_1_1013_P.prefab.tga	0		园宅币
100001066	ui\Image\Homeland\data\source\Home\furniture\Farmtools\Farmtools1_1_1014_P.prefab.tga	0		园宅币
100001067	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1069_P.prefab.tga	0	太湖石，色灰白，多笋而遍生孔皱。清嘉剔透。	园宅币
100001068	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1070_P.prefab.tga	0	太湖石，色灰白，多笋而遍生孔皱。清嘉剔透。	园宅币
100001069	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1071_P.prefab.tga	0	太湖石，色灰白，多笋而遍生孔皱。清嘉剔透。	园宅币
100001070	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1072_P.prefab.tga	0		园宅币
100001071	ui\Image\Homeland\data\source\Home\furniture\jar\Jar1_1_1005_P.prefab.tga	0		园宅币
100001072	ui\Image\Homeland\data\source\Home\furniture\ornament\Ornament1_2_1026_P.prefab.tga	0		园宅币
100001073	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1075_P.prefab.tga	0	罗浮石与华严石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。罗浮石一种色黄，一种黄而斑黑，一种色紫。黄而斑黑者，可以制良砚，紫者可堪制墨料。	园宅币
100001074	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1076_P.prefab.tga	0	罗浮石与华严石，产自温州永嘉县郊的罗浮、华严二山。罗浮石理有横纹，微粗，稍润，扣之无声，世人多认为是略次于太湖石的置景石材。罗浮石一种色黄，一种黄而斑黑，一种色紫。黄而斑黑者，可以制良砚，紫者可堪制墨料。	园宅币
100001075	ui\Image\Homeland\data\source\Home\courtyard\Courtyard1_2_1077_P.prefab.tga	0		园宅币
