ForceID	KungFuID	PointID	CostTrain	PointRequireLevel	SkillID1	SkillLevel1	RequireLevel1	RequireQuestID1	SkillID2	SkillLevel2	RequireLevel2	RequireQuestID2	SkillID3	SkillLevel3	RequireLevel3	RequireQuestID3	SkillID4	SkillLevel4	RequireLevel4	RequireQuestID4	SkillID5	SkillLevel5	RequireLevel5	RequireQuestID5
24	25	281	0	41	26745	1	41	0	20722	1	43	0	20719	1	47	0	20695	1	53	0				
24	25	282	0	96	20717	1	96	0	20363	1	96	0	20696	1	96	0	21813	1	96	0				
24	25	283	0	96	20350	1	96	0	20751	1	96	0	20729	1	96	0	20697	1	96	0				
24	25	284	0	97	20730	1	97	0	20753	1	97	0	20756	1	97	0	20757	1	97	0	25270	1	102	0
24	25	285	0	97	20351	1	97	0	21293	1	97	0	20759	1	97	0	20365	1	97	0	25272	1	104	0
24	25	286	0	98	20374	1	98	0	20758	1	98	0	20641	1	98	0	20065	1	98	0	25276	1	106	0
24	25	287	0	99	20747	1	99	0	20372	1	99	0	20741	1	99	0	20601	1	99	0	25283	1	108	0
24	25	288	0	100	20700	1	100	0	20701	1	100	0	20761	1	100	0	20837	1	100	0	25285	1	110	0
25	26	289	0	11	22557	1	11	0	22558	1	19	0	22559	1	23	0								
25	26	290	0	17	22560	1	17	0	22561	1	21	0	22562	1	29	0								
25	26	291	0	25	22566	1	25	0	22568	1	27	0	22565	1	31	0	22586	1	37	0				
25	26	292	0	33	22571	1	33	0	22573	1	35	0	22973	1	39	0	22570	1	45	0				
25	26	293	0	41	22563	1	41	0	23309	1	43	0	22592	1	47	0	22574	1	53	0				
25	26	294	0	96	22575	1	96	0	22572	1	96	0	22975	1	96	0	22564	1	96	0				
25	26	295	0	96	22579	1	96	0	22580	1	96	0	22581	1	96	0	22582	1	96	0				
25	26	296	0	97	22583	1	97	0	23971	1	97	0	22585	1	97	0	22600	1	97	0	25304	1	102	0
25	26	297	0	97	22593	1	97	0	22588	1	97	0	22598	1	97	0	22590	1	97	0	25305	1	104	0
25	26	298	0	98	22602	1	98	0	22591	1	98	0	23981	1	98	0	22587	1	98	0	25310	1	106	0
25	26	299	0	99	22594	1	99	0	22595	1	99	0	22596	1	99	0	22597	1	99	0	26760	1	108	0
25	26	300	0	100	23480	1	100	0	22599	1	100	0	23980	1	100	0	22603	1	100	0	25315	1	110	0
211	27	301	0	11	24925	1	11	0	24930	1	19	0	24936	1	23	0								
211	27	302	0	17	24934	1	17	0	24935	1	21	0	24932	1	29	0								
211	27	303	0	25	25034	1	25	0	24950	1	27	0	24951	1	31	0	25138	1	37	0				
211	27	304	0	33	24983	1	33	0	25026	1	35	0	24994	1	39	0	25011	1	45	0				
211	27	305	0	41	25085	1	41	0	25023	1	43	0	25025	1	47	0	24986	1	53	0				
211	27	306	0	96	25072	1	96	0	25028	1	96	0	25367	1	96	0	25137	1	96	0				
211	27	307	0	96	25022	1	96	0	25059	1	96	0	25368	1	96	0	25062	1	96	0				
211	27	308	0	97	25066	1	97	0	25067	1	97	0	25068	1	97	0	25069	1	97	0	25382	1	102	0
211	27	309	0	97	25071	1	97	0	25135	1	97	0	25073	1	97	0	25074	1	97	0	25061	1	104	0
211	27	310	0	98	25379	1	98	0	24965	1	98	0	25087	1	98	0	25114	1	98	0	25148	1	106	0
211	27	311	0	99	25088	1	99	0	25173	1	99	0	25030	1	99	0	25136	1	99	0	25378	1	108	0
211	27	312	0	100	25086	1	100	0	24949	1	100	0	25149	1	100	0	25176	1	100	0	25383	1	110	0
