SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc
3104	0	3186	1	1	0	0	0	2	(3104) 断魂砂	断魂砂	消耗45点神机值，对目标造成<SKILL PoisonDamage>点(+<SKILLEx {D0} {SkillPoisonAP}>)毒性内功伤害，并使目标<BUFF 3229 0 desc>，持续<BUFF 3229 0 time>，若目标的内力值低于30%，则使减内力的剩余效果立即生效。该招式消耗一个机关。		毒沙卷长空，英雄空断魂。			1	1			1	1				
3105	0	3187	1	1	0	0	0	1	(3105) 蚀肌弹	蚀肌弹	消耗25点神机值，对目标造成<SKILL PoisonDamage>点(+<SKILLEx {D0} {SkillPoisonAP}>)毒性内功伤害，附加100%武器伤害。该招式消耗一个机关。<TALENT 6870 1 施展距离增加5尺><TALENT 5739 1 命中后“心无旁骛”的调息时间降低1秒，最多降低30秒><TALENT 6490 1 伤害提高10%><TALENT 6491 1 会心提高10%，会心效果提高10%><TALENT 6493 1 命中后有35%几率回复35点神机值，该效果最多每4秒触发一次><TALENT 3289 2 伤害提高4%><TALENT 3289 3 伤害提高6%><TALENT 6510 1 “千机变”所有形态攻击都有15%的几率让下一个“蚀肌弹”无需运功，神机值消耗降低100%且伤害提高25%，持续30秒，可叠加3层><TALENT 6890 1 命中带有“化血”效果的目标，会心则使“化血”下一跳伤害立即生效>		筋肉纷离散，毛骨森似寒。		攻击技，吟唱后对目标造成大量伤害。	1	1			1					攻击技，吟唱后对目标造成大量伤害。
3106	0	3188	1	1	0	0	0	3	(3106) 天女散花	天女散花	消耗25点神机值，对目标位置投掷天女散花机关，1秒后，机关触发，使目标点周围10尺内最多10个目标受到<SUB 3393 0>毒性内功伤害，并使目标获得“化血”效果，使目标每3秒受到毒性内功伤害，持续24秒。该招式消耗一个机关。<TALENT 16903 1 每跳降低敌对玩家目标1%内力值><TALENT 18249 1 “化血”伤害提高50%，持续时间增加100%>		含沙射流影，吹蛊病行晖。		攻击技，对目标范围造成群体伤害效果。	1	1			1					攻击技，消耗机关，对目标范围造成群体伤害，并附带持续伤害效果。
3107	0	3189	1	1	0	0	0	4	(3107) 鲲鹏铁爪	鲲鹏铁爪	消耗30点神机值，在目标点投掷一个鲲鹏铁爪机关。踩到机关的人将被锁足，并将周围10尺范围内最多5个目标将立即被拉扯到机关所在点，之后机关爆炸，对周围4尺范围内的最多5个目标造成<SUB 3306 0>毒性内功伤害。该招式消耗一个机关。		鲲鹏御劲风，铁爪抟碧空。		控制技，可使敌人无法移动。	1	1			1	1				
3108	0	3190	1	1	0	0	0	5	(3108) 天绝地灭	天绝地灭	消耗50点神机值，在目标点投掷一个天绝地灭陷阱，每3秒对陷阱周围6尺范围内的最多10个目标造成一次毒性内功伤害。同时命中多个玩家时伤害递减，最多递减50%，陷阱只能存在15秒；首次踩到机关的人将被锁足，并将周围10尺范围内最多5个目标立即拉扯到机关所在点。该招式消耗一个机关。<TALENT 6492 1 “天绝地灭”神机值消耗降低20点，调息时间降低9秒><TALENT 5728 1 机关消失时对周围6尺的10个敌对目标造成毒性伤害><EnchantID 10069 “天绝地灭”机关持续时间延长15秒，每命中一个目标，使自身回复20点神机值，最多回复40点。>		乾坤已无色，天绝且地灭。		攻击技，可持续对目标造成群体伤害效果。	1	1			1					攻击技，可持续对目标造成群体伤害效果，首次踩到机关的敌对目标将会被锁足，并将周围多个敌对目标拉扯到机关所在点。
3109	0	3191	1	1	0	0	0	6	(3109) 千机变	千机变	消耗30点神机值，在目标位置设置一个千机弩。千机弩可以变形成三种形态：1.连弩，能快速发射弩箭，25尺攻击范围，持续2分钟。2.重弩，攻速慢，伤害高，25尺攻击范围，持续2分钟。3.毒刹，范围伤害，10尺攻击范围，持续8秒。千机弩最多只能存在一个，同时命中多个玩家时伤害递减，最多递减50%。该招式消耗一个机关。<TALENT 6506 1 位于千机变25尺范围内时，自身基础攻击提高15%><TALENT 6507 1 位于千机变25尺范围内时，自身受到的伤害降低15%><TALENT 3282 2 千机弩的每次攻击有10%几率使小队成员攻击提高20%，持续6秒><TALENT 6508 1 所有形态伤害提高20%><TALENT 6778 1 毒刹伤害提高30%且对目标造成伤害后回复自身3%气血最大值，最多每2秒触发一次><TALENT 6495 1 连弩的攻击若会心，则自身毒性内功破防等级提高15%，持续6秒><TALENT 6498 1 重弩每次命中目标，使目标移动速度降低50%，持续6秒><TALENT 6890 1 命中带有“化血”效果的目标，会心则使“化血”下一跳伤害立即生效><TALENT 20544 1 “千机变”施放无需运功>		千机变无穷，江湖任纵横。		攻击技，可根据攻击目标的不同而施展不同形态的机关。	0	1			1	1				攻击技，在目标位置释放一个千机弩，可切换不同形态。
3110	1	3193	1	1	0	0	0	7	(3110) 鬼斧神工	鬼斧神工	消耗20点神机值，为千机弩装填特殊弹药，使连弩或重弩下15次攻击的伤害大幅提高，持续<BUFF 3426 0 time>，内功基础攻击力提高50%，持续15秒。与千机弩距离在4尺以内方可施展。<TALENT 3286 1 施展后使自身受到的伤害降低30%，内功基础攻击力提高50%，持续5秒><TALENT 6889 1 施展“鬼斧神工”后，自身受到伤害降低30%，受到的“锁足”“定身”“眩晕”控制效果持续时间降低30%，持续15秒><TALENT 14857 1 调息时间降低30秒，使连弩、重弩下30次伤害大幅提高且无视50%内功防御>		鬼斧修奇器，神工不能伤。		爆发技，提高机关造成的伤害效果。	1	1			1					爆发技，提高机关造成的伤害效果和自身攻击力。
3111	0	3185	1	1	0	0	0	8	(3111) 暗藏杀机	暗藏杀机	在目标点布置一个隐藏的遥控机关。机关存在60秒，最多同时存在3个。成功施展后，可在4秒内，使用二段招式“图穷匕见”可立即将所有遥控机关引爆。该招式消耗一个机关。<TALENT 3289 1 伤害提高2%><TALENT 3289 2 伤害提高4%><TALENT 3289 3 伤害提高6%><EnchantID 10070 暗藏杀机一次可施展3个机关，图穷匕见调息时间增加至15秒，每引爆一个机关，使目标受到的毒性内功伤害增加2%，使自身每秒回复2点神机值，可叠加3层，持续24秒。><TALENT 6504 1 调息时间增加至15秒，引爆“暗藏杀机”时击退周围最多6名敌对目标10尺>		天刑降杀机，暗藏待良时。		攻击技，引爆机关造成群体伤害效果。	1	1			1					攻击技，在目标位置埋藏机关，引爆后造成群体伤害效果。
3112	1	3197	1	1	0	0	0	1	(3112) 浮光掠影	浮光掠影	清除自身所有移动限制并伪装自己，使自己与环境相融令敌人无法觉察得到。伪装时免疫减速效果，持续60秒，起始5秒不受移动控制，之后55秒一旦移动将使伪装失效，另外若成功施放任何招式伪装也会失效。<TALENT 14852 1 施展后使自身半径20尺内额外最多5名友方目标获得4秒隐身效果，施展任何招式后都会解除隐身状态><TALENT 5733 1 消失时自身外功会心几率提高30%，持续时间与伪装时间相同，最多持续10秒><TALENT 5719 1 调息时间降低30秒，效果消失后移除移动限制，并使自身免疫移动限制、移动速度提高30%，持续5秒><TALENT 6457 1 可移动时间提高5秒，每秒回复2点神机值，状态下及解除状态6秒内自身受到的所有伤害降低40%><TALENT 6874 1 效果下，追命箭运功时间降低50%，会心几率提高100%且会心效果提高20%>		浮光跃金池，掠影离绝地。		辅助技，使自身处于伪装状态消失于敌人视野之中。	1	1			1	1				辅助技，使自身处于伪装状态。
3113	0	3196	1	1	0	0	0	1	(3113) 钻心刺骨	钻心刺骨	回复20点神机值，对目标造成<SUB 3218 0>外功伤害或<SUB 3219 0>毒性内功伤害，并使目标<BUFF 3216 1 desc>，持续<BUFF 3216 1 time>。	外功伤害：提高到<SUB 3218 0>，毒性内功伤害：提高到<SUB 3219 0>。	十步杀一人，千里不留行。		控制技，使目标无法移动。	1	1		6443	1	1				
3114	0	3195	1	1	0	0	0	3	(3114) 惊鸿游龙	惊鸿游龙	自身躲闪率提高65%，受到的内功伤害降低45%，持续10秒。<TALENT 3269 1 躲闪率提高至55%><TALENT 3269 2 躲闪率提高至65%><TALENT 3285 1 每成功躲闪一次攻击可恢复自身3%气血，最多触发3次><TALENT 3285 2 每成功躲闪一次攻击可恢复自身6%气血，最多触发3次><TALENT 5706 1 每成功躲闪一次攻击可恢复自身9%气血，最多触发3次><TALENT 5707 1 施展后自身移动速度提高20%><TALENT 17572 1 若自身受到的伤害累积超过自身气血最大值的10%，则自动触发“浮光掠影”隐身效果并清除自身所有不利效果，持续5秒>		翩飞若惊鸿，腾挪若游龙。		防御技，降低自身受到攻击的几率和伤害效果。	1	1			1					防御技，降低自身受到攻击的几率和伤害效果。
3115	0	3198	1	1	0	0	0	1	(3115) 荆天棘地	荆天棘地	消耗15点神机值，对目标发射一个荆棘机关，使其受到<SUB 3220 0>外功伤害或<SUB 3221 0>毒性内功伤害，并使周围最多5个目标<BUFF 3215 0 desc>，持续<BUFF 3215 0 time>。	外功伤害伤害：提高到<SUB 3220 0>，毒性内功伤害：提高到<SUB 3221 0>。	荆天不可上，棘地难寸进。		辅助技，降低目标技能命中几率。	1	1			1	1				辅助技，降低目标技能命中几率。
3116	0	3199	1	1	0	0	0	5	(3116) 子母飞爪之子爪	子母飞爪·子	消耗20点神机值，向目标投掷子母飞爪·子钩，将其牵引到自己身旁。若目标为队友，解除其锁足、眩晕、定身状态，同时使队友和自身免疫移动限制，持续2秒；若目标为敌人，则使目标移动速度降低50%，持续3秒。<TALENT 3283 1 施展后使队友和自身免疫移动限制，持续2秒><TALENT 5712 1 施展后使队友和自身免疫移动限制，持续4秒>		岂曰无情？与子同心。		辅助技，使友方目标快速位移至自身位置。	1	1			1	1				
3117	0	3200	1	1	0	0	0	6	(3117) 子母飞爪之母爪	子母飞爪·母	消耗20点神机值，向一名队友目标投掷子母飞爪·母钩，母钩能将自己立即牵引到队友身旁，同时去除自身的锁足状态。施展后使队友和自身免疫移动限制，持续2秒。		岂曰无义？与子同生。		辅助技，使自身快速位置至目标位置。	1	1		6449	1	1				
3118	0	3201	1	1	0	0	0	7	(3118) 鸟翔碧空	鸟翔碧空	门派轻功，突破内功限制，能够在空中再次跳跃，持续<BUFF 3217 0 time>。<TALENT 18664 1 施展后可以触发二段技能，施展后自身进入浮空状态持续8秒，期间可施展“百步穿杨”或“九宫飞星”套路下所有招式，且施展距离提高10尺；浮空期间可施展三段技能，可滑翔至目标点，并使自身不受招式控制，持续4秒>		孤鸟翔碧空，悠然赏银汉。		辅助技，提高自身的跳跃高度。	1	1			1					辅助技，提高自身的跳跃高度。
3119	1	7444	1	1	0	0	0	1	(3119) 鸟翔碧空二段_滞空	鸟翔碧空·滞空	使自身处于浮空状态，持续6秒。					0	1			0				0	
3120	1	3208	1	1	0	0	0	1	(3120) 鸟翔碧空三段_降落	鸟翔碧空·降落	滑翔至目标区域，并使自身不受招式控制，持续4秒。					0	1			1				0	
3121	1	14	1	1	0	0	0	1	(3121) 普通攻击-弓攻击	罡风镖法	需装备唐门内功。威力来自于你手上的武器。		唐门弟子独有的镖法			1	1								
3128	1	13	1	1	0	0	0	1	(3128) 鸿雁_花间游	花间游	测试技能					1									
3129	1	13	1	1	0	0	0	1	(3129) 鸿雁_鸿雁曲	鸿雁曲	测试技能					1									
3130	1	13	1	1	0	0	0	1	(3130) 御风_剜心剑	剜心剑	测试技能					1									
3131	1	13	1	1	0	0	0	1	(3131) 御风_断脉剑	断脉剑	测试技能					1									
3132	1	13	1	1	0	0	0	1	(3132) 御风_御风剑	御风剑	测试技能					1									
3134	1	13	1	1	0	0	0	1	(3134) 织炎断尘_织炎断尘	织炎断尘	测试技能					1									
3135	1	13	1	1	0	0	0	1	(3135) 织炎断尘_云飞玉皇	云飞玉皇	测试技能					1									
3137	1	13	1	1	0	0	0	1	(3137) 鸣雷惊蛰_千丝	千丝	测试技能					1									
3139	1	13	1	1	0	0	0	1	(3139) 鸣雷惊蛰_鸣雷惊蛰	鸣雷惊蛰	测试技能					1									
3140	1	13	1	1	0	0	0	1	(3140) 碎魂_穿云	穿云	测试技能					1									
3141	1	13	1	1	0	0	0	1	(3141) 碎魂_龙牙	龙牙	测试技能					1									
3143	1	13	1	1	0	0	0	1	(3143) 碎魂_战八方	狂战八方	测试技能					1									
3145	1	13	1	1	0	0	0	1	(3145) 摧城_穿	穿	测试技能					1									
3149	1	13	1	1	0	0	0	1	(3149) 吞吴_霸刀天极	霸刀天极	霸刀天极					1									
3150	1	13	1	1	0	0	0	1	(3150) 吞吴_人刀合一	人刀合一	人刀合一					1									
3151	1	13	1	1	0	0	0	1	(3151) 吞吴_龙行八荒斩	龙行八荒斩	龙行八荒斩					1									
3152	1	13	1	1	0	0	0	1	(3152) 鸿雁_花间游_扇形AOE	花间游	测试技能					1									
3153	1	13	1	1	0	0	0	1	(3153) 碧落_商阳指	商阳指	商阳指					1									
3154	1	13	1	1	0	0	0	1	(3154) 碧落_商阳指_AOE	商阳指	商阳指					1									
3157	1	13	1	1	0	0	0	1	(3157) 御风_断脉剑_自伤	断脉	测试技能					1									
3159	1	13	1	1	0	0	0	1	(3159) 织炎断尘_鹤归孤山_远距离	鹤归孤山	测试技能					1									
3160	1	13	1	1	0	0	0	1	(3160) 织炎断尘_鹤归孤山_近距离	鹤归孤山	测试技能					1									
3161	1	13	1	1	0	0	0	1	(3161) 织炎断尘_云飞玉皇_近距离	云飞玉皇	测试技能					1									
3162	1	13	1	1	0	0	0	1	(3162) 碧落_玉石俱焚	玉石俱焚	玉石俱焚					1									
3164	1	13	1	1	0	0	0	1	(3164) 浴凰_蛇影	蛇影	测试技能					1									
3166	1	13	1	1	0	0	0	1	(3166) 浴凰_凤鸣千里_伤害	凤鸣千里	测试技能					1									
3168	1	13	1	1	0	0	0	1	(3168) 钻心刺骨秘籍_第二次伤害	钻心刺骨	测试技能					1									
3172	1	13	1	1	0	0	0	1	(3172) 碧落_兰摧玉折	兰摧玉折	兰摧玉折					1									
3173	1	13	1	1	0	0	0	1	(3173) 碧落_阳明指	阳明指	阳明指					1									
3175	1	13	1	1	0	0	0	1	(3175) 玉清玄明_三才化生	三才化生	三才化生					1									
3176	1	13	1	1	0	0	0	1	(3176) 摧城_突_AOE	突	测试技能					1									
3177	1	13	1	1	0	0	0	1	(3177) 玉清玄明_玉清诀	玉清诀	玉清诀					1									
3178	1	13	1	1	0	0	0	1	(3178) 玉清玄明_两仪化形	两仪化形	两仪化形					1									
3179	1	13	1	1	0	0	0	1	(3179) 玉清玄明_玉清诀_读条表现	玉清诀	玉清诀					1									
3180	1	13	1	1	0	0	0	1	(3180) 白衣焚天_罗汉金身	罗汉金身	罗汉金身					1									
3181	1	13	1	1	0	0	0	1	(3181) 白衣焚天_横扫六合	横扫六合	横扫六合					1									
3182	1	13	1	1	0	0	0	1	(3182) 白衣焚天_降魔伏法	降魔伏法	降魔伏法					1									
3183	0	13	1	1	0	0	0	1	(3183) 连环弩_子技能_1级	连环弩	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3184	0	13	1	1	0	0	0	1	(3184) 连环弩_子技能_2级	连环弩	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3185	0	13	1	1	0	0	0	1	(3185) 连环弩_子技能_3级	连环弩	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3187	0	13	1	1	0	0	0	1	(3187) 逐星箭_子技能_1级	逐星箭	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3188	0	13	1	1	0	0	0	1	(3188) 逐星箭_子技能_2级	逐星箭	<SKILL PhysicsDamage>					1	1			1					
3189	0	13	1	1	0	0	0	1	(3189) 逐星箭_子技能_3级	逐星箭	<SKILL PhysicsDamage>					1									
3190	0	13	1	1	0	0	0	1	(3190) 逐星箭_子技能_4级	逐星箭	<SKILL PhysicsDamage>					1									
3191	0	13	1	1	0	0	0	1	(3191) 逐星箭_子技能_5级	逐星箭	<SKILL PhysicsDamage>					1									
3192	1	13	1	1	0	0	0	1	(3192) 龙木金藤_冰冻三尺	冰冻三尺	冰冻三尺					1									
3193	1	13	1	1	0	0	0	1	(3193) 龙木金藤_火云盖天	火云盖天	火云盖天					1									
3194	1	13	1	1	0	0	0	1	(3194) 龙木金藤_火云盖天_AOE	火云盖天	火云盖天					1									
3196	1	13	1	1	0	0	0	1	(3196) 龙木金藤_千弥万业	千弥万业	千弥万业					1									
3197	1	13	1	1	0	0	0	1	(3197) 幽月乱花_血战十式	血战十式	血战十式					1									
3198	1	13	1	1	0	0	0	1	(3198) 幽月乱花_剑灵寰宇	剑灵寰宇	剑灵寰宇					1									
3199	1	13	1	1	0	0	0	1	(3199) 幽月乱花_绛唇珠袖	绛唇珠袖	绛唇珠袖					1									
3200	1	13	1	1	0	0	0	1	(3200) 幽月乱花_剑气长江	剑气长江	剑气长江					1									
3201	1	13	1	1	0	0	0	1	(3201) 碎魂_战八方_AOE	狂战八方	测试技能					1									
3202	1	13	1	1	0	0	0	1	(3202) 轻离_王母挥袂	王母挥袂	王母挥袂					1									
3203	1	13	1	1	0	0	0	1	(3203) 轻离_剑神无我	剑神无我	剑神无我					1									
3204	1	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高11%\n化劲等级提高30点\n外功攻击提高7点\n外功命中等级提高10点\n外功破防提高11点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	2	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高12%\n化劲等级提高53点\n外功攻击提高12点\n外功命中等级提高18点\n外功破防提高20点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	3	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高13%\n化劲等级提高84点\n外功攻击提高19点\n外功命中等级提高28点\n外功破防提高31点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	4	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高14%\n化劲等级提高114点\n外功攻击提高28点\n外功命中等级提高39点\n外功破防提高42点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	5	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高15%\n化劲等级提高145点\n外功攻击提高37点\n外功命中等级提高49点\n外功破防提高54点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	6	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高16%\n化劲等级提高175点\n外功攻击提高44点\n外功命中等级提高59点\n外功破防提高65点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	7	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高17%\n化劲等级提高206点\n外功攻击提高52点\n外功命中等级提高70点\n外功破防提高77点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	8	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高18%\n化劲等级提高236点\n外功攻击提高62点\n外功命中等级提高80点\n外功破防提高88点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	9	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高19%\n化劲等级提高267点\n外功攻击提高68点\n外功命中等级提高91点\n外功破防提高100点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	10	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高20%\n化劲等级提高590点\n外功攻击提高231点\n外功命中等级提高201点\n外功破防提高221点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1					
3204	11	328	1	1	0	0	0	1	(3204) 基本属性	穿杨	基础气血值提高21%\n内功防御等级提高400点\n外功防御等级提高400点\n化劲等级提高1295点\n外功攻击提高584点\n外功命中等级提高442点\n外功破防提高486点\n每点力道额外提高1.45点外功攻击，0.59点外功会心等级\n每秒恢复10点神机值\n乾坤一掷套路下所有招式施展距离提高5尺					1	1			1				0	
3206	1	13	1	1	0	0	0	1	(3206) 轻离_剑破虚空	剑破虚空	剑破虚空					1									
3211	1	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高11%\n内功防御等级提高4点\n化劲等级提高30点\n毒性内功攻击提高8点\n外功命中等级提高8点\n外功会心等级提高6点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	2	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高12%\n内功防御等级提高7点\n化劲等级提高53点\n毒性内功攻击提高14点\n外功命中等级提高14点\n外功会心等级提高10点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	3	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高13%\n内功防御等级提高11点\n化劲等级提高84点\n毒性内功攻击提高22点\n外功命中等级提高22点\n外功会心等级提高17点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	4	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高14%\n内功防御等级提高15点\n化劲等级提高114点\n毒性内功攻击提高32点\n外功命中等级提高31点\n外功会心等级提高23点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	5	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高15%\n内功防御等级提高19点\n化劲等级提高145点\n毒性内功攻击提高41点\n外功命中等级提高39点\n外功会心等级提高29点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	6	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高16%\n内功防御等级提高23点\n化劲等级提高175点\n毒性内功攻击提高50点\n外功命中等级提高47点\n外功会心等级提高35点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	7	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高17%\n内功防御等级提高28点\n化劲等级提高206点\n毒性内功攻击提高59点\n外功命中等级提高56点\n外功会心等级提高42点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	8	328	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高18%\n内功防御等级提高32点\n化劲等级提高236点\n毒性内功攻击提高70点\n外功命中等级提高64点\n外功会心等级提高48点\n每点元气额外提高1.75点毒性内功攻击，0.59点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	9	13	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高19%\n内功防御等级提高36点\n化劲等级提高267点\n毒性内功攻击提高77点\n外功命中等级提高72点\n外功会心等级提高54点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	10	13	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高20%\n内功防御等级提高80点\n化劲等级提高590点\n毒性内功攻击提高262点\n外功命中等级提高161点\n外功会心等级提高120点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1					
3211	11	13	1	1	0	0	0	1	(3211) 基本属性	惊魄	基础气血值提高21%\n内功防御等级提高576点\n外功防御等级提高400点\n化劲等级提高1295点\n毒性内功攻击提高664点\n外功命中等级提高353点\n外功会心等级提高265点\n每点元气额外提高1.75点毒性内功攻击，0.57点外功会心等级\n每秒恢复10点神机值					1	1			1				0	
3215	0	13	1	1	0	0	0	1	(3215) 荻花圣殿_远程攻击	攻击	测试技能					1									
3216	1	3145	1	1	0	1	0	1	(3216) 唐门外功阵法施放	流星赶月阵	需至少一名队友在身边，结阵。					0	1			1					
3217	1	3153	1	1	0	1	0	1	(3217) 唐门内功阵法施放	千机百变阵	需至少一名队友在身边，结阵。					0	1			1					
3218	0	13	1	1	0	0	0	1	(3218) 钻心刺骨_外功	钻心刺骨	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3219	0	13	1	1	0	0	0	1	(3219) 钻心刺骨_内功	钻心刺骨	<SKILL PoisonDamage>点(+<SKILLEx {D0} {SkillPoisonAP}>)					1	1			1					
3220	0	13	1	1	0	0	0	1	(3220) 荆天棘地_外功	荆天棘地	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3221	0	13	1	1	0	0	0	1	(3221) 荆天棘地_内功	荆天棘地	<SKILL PoisonDamage>点(+<SKILLEx {D0} {SkillPoisonAP}>)					1	1			1					
3222	0	13	1	1	0	0	0	1	(3222) 孔雀翎_外功	孔雀翎	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3223	0	13	1	1	0	0	0	1	(3223) 孔雀翎_内功	孔雀翎	<SKILL PoisonDamage>点(+<SKILLEx {D0} {SkillPoisonAP}>)					1	1			1					
3224	0	13	1	1	0	0	0	1	(3224) 孔雀翎_外功_子技能	孔雀翎	测试技能					1									
3225	0	13	1	1	0	0	0	1	(3225) 孔雀翎_内功_子技能	孔雀翎	测试技能					1									
3227	0	13	1	1	0	0	0	1	(3227) 暴雨梨花针_外功	暴雨梨花针	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1					
3228	0	13	1	1	0	0	0	1	(3228) 暴雨梨花针_内功	暴雨梨花针	<SKILL PoisonDamage>点(+<SKILLEx {D0} {SkillPoisonAP}>)					1	1			1					
3229	0	13	1	1	0	0	0	1	(3229) 荻花圣殿_9号BOSS_狂蟒之怒_剧牙猛毒_释放	剧牙猛毒	测试技能					1									
3231	0	13	1	1	0	0	0	1	(3231) 柳惊涛_霸刀无极	霸刀无极	霸刀无极					1									
3232	0	13	1	1	0	0	0	1	(3232) 柳惊涛_雄霸千秋	雄霸千秋	雄霸千秋					1									
3233	0	13	1	1	0	0	0	1	(3233) 柳惊涛_气吞山河	气吞山河	气吞山河					1									
3234	0	13	1	1	0	0	0	1	(3234) 柳惊涛_普通攻击	攻击	攻击					1									
3235	0	13	1	1	0	0	0	1	(3235) 小型机甲人_手舞足蹈	手舞足蹈	手舞足蹈					1									
3236	0	13	1	1	0	0	0	1	(3236) 骰子机关_五行·炎火	五行·炎火	五行·炎火					1									
3237	0	13	1	1	0	0	0	1	(3237) 骰子机关_五行·若水	五行·若水	五行·若水					1									
3238	0	13	1	1	0	0	0	1	(3238) 骰子机关_五行·后土	五行·后土	五行·后土					1									
