ID	MaxAmount	LevelLimit	Quality	QualityLevel	Category1	Category2	Category3	Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Label	SetID	SetIndex	Architecture	MaxAmountPerLand	Coin
1003	30000	5	2	410	3	2	0	7	0	26	7	7	10	10	10	0	135	7	140	999	
1004	30000	5	2	410	3	2	0	7	7	26	0	7	10	10	10	0	135	8	140	999	
1005	30000	4	1	205	3	5	0	4	0	0	0	1	10	10	10	0	128	8	10	999	
1006	30000	5	1	205	3	3	0	1	1	1	4	1	10	10	10	0	130	1	30	999	
1007	30000	5	1	205	3	3	0	0	1	1	6	1	10	10	10	0	130	2	30	999	
1008	30000	5	1	205	3	3	0	1	0	1	6	1	10	10	10	0	130	3	30	999	
1009	30000	5	1	205	3	3	0	1	1	0	6	1	10	10	10	0	130	4	30	999	
1010	30000	6	1	210	3	1	0	4	0	0	1	0	10	10	10	0	125	1	10	999	
1011	30000	4	1	205	3	3	0	6	1	1	0	1	10	10	10	0	126	8	30	999	
1012	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1013	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1014	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1015	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1016	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1017	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1018	30000	6	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1019	30000	6	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1020	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1021	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1022	30000	20	1	1	4	11	0	0	0	0	0	0	10	10	10	0			0	999	
1023	30000	1	2	420	2	15	0	0	19	68	18	19	10	10	10	0	121	1	350	999	
1024	30000	8	2	400	3	11	0	0	0	0	0	0	10	10	10	0			340	999	
1025	30000	1	2	400	3	11	0	0	0	0	0	0	10	10	10	0	48	6	0	999	
1026	30000	20	1	1	4	11	0	0	0	0	0	0	10	10	10	0			0	999	
1027	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1028	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1029	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1030	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1031	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1032	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1033	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1034	30000	1	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1035	30000	2	1	200	2	19	0	1	1	1	1	1	10	10	10	0	120	11	20	999	
1036	30000	8	1	210	3	3	0	1	8	0	0	1	10	10	10	0	130	23	30	999	
1037	30000	3	2	400	3	11	0	0	0	0	0	0	10	10	10	0			340	999	
1038	30000	3	2	400	3	11	0	0	0	0	0	0	10	10	10	0			340	999	
1039	30000	5	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1040	30000	4	3	600	4	10	0	0	0	0	0	0	10	10	10	0	143	15	850	16	
1041	30000	2	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1042	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1043	30000	6	1	200	1	12	0	1	1	1	1	1	10	10	10	0	99	8	20	999	
1044	30000	6	1	200	1	12	0	1	1	1	1	1	10	10	10	0	99	9	20	999	
1045	30000	7	1	200	1	12	0	1	1	1	1	1	10	10	10	0	99	10	20	999	
1046	30000	7	1	200	1	12	0	1	1	1	1	1	10	10	10	0	99	11	20	999	
1047	30000	7	1	200	1	12	0	1	1	1	1	1	10	10	10	0	99	12	20	999	
1048	30000	20	1	1	1	8	0	0	0	0	0	0	10	10	10	0			0	999	
1049	30000	20	1	1	1	8	0	0	0	0	0	0	10	10	10	0			0	999	
1050	30000	20	1	1	1	8	0	0	0	0	0	0	10	10	10	0			0	999	
1051	30000	20	1	1	1	8	0	0	0	0	0	0	10	10	10	0			0	999	
1052	30000	7	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1053	30000	8	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1054	30000	1	3	600	2	5	0	0	0	135	45	0	10	10	10	0	66	7	0	999	
1055	30000	7	2	400	3	8	0	278	278	278	626	278	10	10	10	0	139	15	4950	999	
1056	30000	8	3	630	2	19	0	14	14	66	0	0	10	10	10	0	120	20	260	999	
1057	30000	5	2	400	1	8	0	12	12	12	12	12	10	10	10	0	102	1	170	999	
1058	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1059	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1060	30000	4	1	205	3	3	0	6	1	1	1	0	10	10	10	0	131	10	30	999	
1061	30000	1	2	400	3	11	0	0	0	0	0	0	10	10	10	0	48	14	0	999	
1062	30000	7	1	210	3	3	0	1	6	1	1	0	10	10	10	0	136	15	30	999	
1063	30000	6	1	200	1	12	0	1	1	1	1	1	10	10	10	0	97	8	20	999	
1064	30000	6	1	200	1	12	0	1	1	1	1	1	10	10	10	0	97	9	20	999	
1065	30000	2	1	200	2	19	0	1	1	1	1	1	10	10	10	0	123	2	20	999	
1066	30000	3	1	205	2	19	0	1	1	1	1	1	10	10	10	0	123	16	20	999	
1067	30000	1	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1068	30000	1	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1069	30000	2	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1070	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1071	30000	1	1	205	2	19	0	1	1	1	1	1	10	10	10	0	123	17	20	999	
1072	30000	5	1	200	2	20	0	0	0	0	0	0	10	10	10	0			80	999	
1073	30000	5	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1074	30000	5	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1075	30000	7	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1076	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1077	30000	3	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1078	30000	20	1	1	1	8	0	0	0	0	0	0	10	10	10	0			0	999	
1079	30000	1	1	205	2	19	0	1	1	1	1	1	10	10	10	0	123	18	20	999	
1080	30000	3	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1081	30000	1	1	200	2	19	0	1	1	1	1	1	10	10	10	0	46	2	0	999	
1082	30000	1	2	400	2	19	0	5	12	5	5	5	10	10	10	0	46	11	0	999	
1083	30000	6	1	200	1	12	0	1	1	1	1	1	10	10	10	0	97	10	20	999	
1084	30000	6	1	200	1	12	0	1	1	1	1	1	10	10	10	0	97	11	20	999	
1085	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1086	30000	20	1	1	1	8	0	0	0	0	0	0	10	10	10	0			0	999	
1087	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1088	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1089	30000	2	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1090	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1091	30000	2	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1092	30000	1	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1093	30000	1	1	200	2	20	0	0	0	0	0	0	10	10	10	0			80	999	
1094	30000	6	2	400	3	11	0	0	0	0	0	0	10	10	10	0			340	999	
1095	30000	1	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1096	30000	2	1	200	2	20	0	0	0	0	0	0	10	10	10	0			80	999	
1097	30000	1	2	400	2	11	0	38	38	38	38	86	10	10	10	0	66	12	0	999	
1098	30000	1	2	400	2	19	0	5	5	12	5	5	10	10	10	0	69	7	0	999	
1099	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1100	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1101	30000	9	3	600	3	11	0	0	0	0	0	0	10	10	10	0			850	999	
1102	30000	8	3	600	3	11	0	0	0	0	0	0	10	10	10	0			850	999	
1103	30000	20	1	1	3	10	0	0	0	0	0	0	10	10	10	0			0	999	
1104	30000	20	1	1	1	9	0	0	0	0	0	0	10	10	10	0			0	999	
1105	30000	20	1	1	1	9	0	0	0	0	0	0	10	10	10	0			0	999	
1106	30000	1	3	600	1	9	0	30	30	30	30	30	10	10	10	0	96	7	430	999	
1107	30000	20	1	1	1	9	0	0	0	0	0	0	10	10	10	0			0	999	
1108	30000	2	1	200	2	19	0	1	1	1	1	1	10	10	10	0	110	9	20	999	
1109	30000	2	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1110	30000	1	2	400	2	11	0	37	37	0	36	129	10	10	10	0	66	13	0	999	
1111	30000	1	3	600	2	11	0	93	0	90	93	324	10	10	10	0	66	14	0	999	
1112	30000	2	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1113	30000	2	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1114	30000	3	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1115	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1116	30000	6	1	210	3	6	0	88	18	18	0	0	10	10	10	0	141	12	350	999	
1117	30000	7	1	210	3	3	0	0	6	1	1	1	10	10	10	0	136	16	30	999	
1118	30000	7	1	210	3	3	0	1	6	0	1	1	10	10	10	0	136	17	30	999	
1119	30000	2	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1120	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1121	30000	3	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1122	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	105	1	40	999	
1123	30000	5	2	410	3	3	0	0	7	26	7	7	10	10	10	0	135	28	140	999	
1124	30000	7	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1125	30000	20	1	1	4	11	0	0	0	0	0	0	10	10	10	0			0	999	
1126	30000	7	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1127	30000	8	1	200	1	12	0	1	1	1	1	1	10	10	10	0	102	2	20	999	
1128	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1129	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1130	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	97	1	40	999	
1131	30000	1	1	205	2	15	0	0	4	4	16	4	10	10	10	0	124	7	80	999	
1132	30000	6	1	210	2	15	0	0	22	0	4	4	10	10	10	0	121	16	80	999	
1133	30000	1	1	205	2	4	0	11	0	41	11	11	10	10	10	0	66	11	0	999	
1134	30000	5	1	205	2	19	0	1	1	1	1	1	10	10	10	0	123	3	20	999	
1135	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1136	30000	1	1	200	2	20	0	0	0	0	0	0	10	10	10	0			80	999	
1137	30000	1	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1138	30000	1	2	400	3	11	0	0	0	0	0	0	10	10	10	0			340	999	
1139	30000	20	1	1	4	11	0	0	0	0	0	0	10	10	10	0			0	999	
1140	30000	3	1	205	2	16	0	62	0	0	20	0	10	10	10	0	123	19	230	999	
1141	30000	1	1	205	2	19	0	1	1	1	1	1	10	10	10	0	46	12	0	999	
1142	30000	3	2	410	2	16	0	0	0	249	83	0	10	10	10	0	124	8	940	999	
1143	30000	6	2	420	2	19	0	0	28	0	0	9	10	10	10	0	120	12	100	999	
1144	30000	2	1	200	2	19	0	1	1	1	1	1	10	10	10	0	123	4	20	999	
1145	30000	2	1	200	2	19	0	1	1	1	1	1	10	10	10	0	123	5	20	999	
1146	30000	1	1	200	2	19	0	1	1	1	1	1	10	10	10	0	123	6	20	999	
1147	30000	2	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1148	30000	1	1	200	2	19	0	1	1	1	1	1	10	10	10	0	123	7	20	999	
1149	30000	3	1	205	2	19	0	1	1	1	1	1	10	10	10	0	122	12	20	999	
1150	30000	7	2	420	2	15	0	88	18	0	18	0	10	10	10	0	121	2	350	999	
1151	30000	1	1	200	2	19	0	1	1	1	1	1	10	10	10	0	123	8	20	999	
1152	30000	1	1	200	2	19	0	1	1	1	1	1	10	10	10	0	120	14	20	999	
1153	30000	1	1	200	2	19	0	1	1	1	1	1	10	10	10	0	120	15	20	999	
1154	30000	5	1	205	2	15	0	0	4	4	4	16	10	10	10	0	120	4	80	999	
1155	30000	12	4	860	2	15	0	129	129	129	129	290	10	10	10	0	122	13	2290	24	
1156	30000	14	4	860	2	15	0	129	290	129	129	129	10	10	10	0	123	20	2290	24	
1157	30000	20	1	1	4	11	0	0	0	0	0	0	10	10	10	0			0	999	
1158	30000	3	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1159	30000	6	2	420	2	19	0	0	28	0	0	9	10	10	10	0	120	13	100	999	
1160	30000	1	1	200	2	20	0	0	0	0	0	0	10	10	10	0			80	999	
1161	30000	7	2	420	2	19	0	0	9	28	0	0	10	10	10	0	120	16	100	999	
1162	30000	6	2	420	2	19	0	0	28	0	0	9	10	10	10	0	120	17	100	999	
1163	30000	8	1	210	3	3	0	0	8	1	0	1	10	10	10	0	130	24	30	999	
1164	30000	1	2	400	3	11	0	0	0	0	0	0	10	10	10	0	46	7	0	999	
1165	30000	3	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1166	30000	6	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1167	30000	6	1	200	3	11	0	0	0	0	0	0	10	10	10	0			80	999	
1168	30000	1	1	200	2	19	0	1	1	1	1	1	10	10	10	0	121	3	20	999	
1169	30000	3	2	410	2	19	0	0	27	9	0	0	10	10	10	0	120	18	100	999	
1170	30000	1	1	200	2	15	0	4	4	4	10	4	10	10	10	0	122	14	80	999	
1171	30000	1	1	205	2	15	0	4	11	4	4	4	10	10	10	0	122	15	80	999	
1172	30000	15	3	645	2	15	0	49	48	174	0	49	10	10	10	0	122	1	910	999	
1173	30000	5	1	205	2	15	0	16	0	4	4	4	10	10	10	0	122	16	80	999	
1174	30000	1	1	200	2	20	0	0	0	0	0	0	10	10	10	0			80	999	
1175	30000	4	1	205	2	16	0	12	12	0	44	12	10	10	10	0	122	2	230	999	
1176	30000	4	1	205	2	16	0	12	12	0	58	0	10	10	10	0	122	3	230	999	
1177	30000	2	1	200	2	4	0	11	11	40	0	11	10	10	10	0	112	8	210	999	
1178	30000	14	3	645	2	15	0	0	48	49	49	174	10	10	10	0	109	11	910	999	
1179	30000	7	1	210	3	3	0	8	1	1	0	0	10	10	10	0	126	18	30	999	
1180	30000	1	3	600	3	11	0	0	0	0	0	0	10	10	10	0	47	7	0	999	
1181	30000	1	1	200	2	4	0	11	11	0	40	11	10	10	10	0	64	5	0	999	
1182	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1183	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1184	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1185	30000	6	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1186	30000	6	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1187	30000	5	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1188	30000	5	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1189	30000	5	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1190	30000	3	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1191	30000	2	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1192	30000	2	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1193	30000	3	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1194	30000	10	4	860	3	10	0	0	0	0	0	0	10	10	10	0			450	400	
1195	30000	20	1	1	1	9	0	0	0	0	0	0	10	10	10	0			0	999	
1196	30000	1	1	205	3	10	0	0	0	0	0	0	10	10	10	0			10	999	
1197	30000	4	2	400	3	12	0	0	0	0	0	0	10	10	10	0			170	999	
1198	30000	5	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1199	30000	5	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1200	30000	3	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1201	30000	1	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1202	30000	8	2	420	3	6	0	0	75	352	0	75	10	10	10	0	140	13	1430	999	
1203	30000	7	1	210	3	6	0	0	88	18	0	18	10	10	10	0	140	14	350	999	
1204	30000	3	1	205	3	6	0	19	44	19	19	19	10	10	10	0	138	15	350	999	
1205	30000	1	1	200	3	6	0	19	19	43	19	19	10	10	10	0	63	22	0	999	
1206	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1207	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1208	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1209	30000	8	3	600	3	12	0	0	0	0	0	0	10	10	10	0			420	999	
1210	30000	5	1	200	3	7	0	63	63	63	63	63	10	10	10	0	141	13	890	999	
1211	30000	14	4	860	1	12	0	24	24	112	0	0	10	10	10	0	100	7	460	80	
1212	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1213	30000	14	4	860	1	12	0	0	120	0	0	40	10	10	10	0	100	9	460	80	
1214	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1215	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1216	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1217	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1218	30000	20	1	1	1	9	0	0	0	0	0	0	10	10	10	0			0	999	
1219	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	97	2	40	999	
1220	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1221	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1222	30000	20	1	1	1	12	0	0	0	0	0	0	10	10	10	0			0	999	
1223	30000	20	1	1	1	9	0	0	0	0	0	0	10	10	10	0			0	999	
1224	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	97	3	40	999	
1225	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	97	4	40	999	
1226	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	97	5	40	999	
1227	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	97	6	40	999	
1228	30000	1	1	200	1	8	0	3	3	3	3	3	10	10	10	0	97	7	40	999	
1229	30000	2	1	200	3	12	0	0	0	0	0	0	10	10	10	0			40	999	
1230	30000	20	1	1	1	7	0	0	0	0	0	0	10	10	10	0			0	999	
1231	30000	20	1	1	1	7	0	0	0	0	0	0	10	10	10	0			0	999	
1232	30000	20	1	1	1	7	0	0	0	0	0	0	10	10	10	0			0	999	
1233	30000	3	1	205	3	1	0	0	0	0	0	4	10	10	10	0	125	2	10	999	
1234	30000	4	1	210	3	1	0	0	0	0	0	4	10	10	10	0	125	3	10	999	
1235	30000	4	1	210	3	1	0	0	0	0	0	4	10	10	10	0	125	4	10	999	
1236	30000	5	1	210	3	1	0	0	0	0	1	4	10	10	10	0	125	5	10	999	
1237	30000	6	1	210	3	1	0	1	0	0	0	4	10	10	10	0	125	6	10	999	
1238	30000	5	1	205	3	3	0	1	6	1	1	0	10	10	10	0	130	5	30	999	
1239	30000	5	1	205	3	3	0	1	8	0	0	1	10	10	10	0	130	6	30	999	
1240	30000	5	1	205	3	3	0	1	8	0	1	0	10	10	10	0	130	7	30	999	
1241	30000	6	2	420	3	2	0	27	0	7	7	7	10	10	10	0	135	9	140	999	
1242	30000	6	2	420	3	2	0	27	7	0	7	7	10	10	10	0	135	10	140	999	
1243	30000	6	2	420	3	2	0	27	7	7	0	7	10	10	10	0	135	11	140	999	
1244	30000	6	2	420	3	2	0	27	7	7	7	0	10	10	10	0	135	12	140	999	
1245	30000	9	2	420	3	2	0	0	35	0	7	7	10	10	10	0	136	7	140	999	
1246	30000	9	2	420	3	2	0	7	35	0	0	7	10	10	10	0	136	8	140	999	
1247	30000	9	2	420	3	2	0	7	35	7	0	0	10	10	10	0	136	9	140	999	
1248	30000	5	2	420	3	5	0	18	0	0	0	6	10	10	10	0	133	8	70	999	
1249	30000	8	3	615	3	5	0	33	9	0	9	9	10	10	10	0	135	26	170	999	
1250	30000	5	1	205	3	3	0	1	8	1	0	0	10	10	10	0	139	8	30	999	
1251	30000	6	1	210	3	3	0	1	0	1	8	0	10	10	10	0	135	27	30	999	
1252	30000	5	1	205	3	3	0	0	8	1	1	0	10	10	10	0	130	8	30	999	
1253	30000	6	1	210	3	3	0	0	1	0	8	1	10	10	10	0	136	18	30	999	
1254	30000	10	2	430	3	3	0	8	18	8	8	8	10	10	10	0	130	25	140	999	
1255	30000	1	4	800	2	10	0	348	0	1215	348	337	10	10	10	0	71	5	0	24	
1256	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1257	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1258	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1259	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1260	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1261	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1262	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1263	30000	20	1	1	1	1	0	0	0	0	0	0	10	10	10	0			0	999	
1264	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0	63	1	0	999	
1265	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0	63	2	0	999	
1266	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0	63	3	0	999	
1267	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0	63	4	0	999	
1268	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0	63	5	0	999	
1269	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0	63	6	0	999	
1270	30000	1	1	215	1	5	0	1	1	2	1	1	10	10	10	0	63	7	0	999	
1271	30000	1	1	215	1	5	0	2	1	1	1	1	10	10	10	0	63	8	0	999	
1272	30000	8	3	600	1	5	0	12	12	12	12	12	10	10	10	0	103	1	170	999	
1273	30000	8	3	600	1	5	0	12	12	12	12	12	10	10	10	0	103	2	170	999	
1274	30000	8	3	600	1	5	0	12	12	12	12	12	10	10	10	0	103	3	170	999	
1275	30000	8	3	600	1	5	0	12	12	12	12	12	10	10	10	0	103	5	170	999	
1276	30000	8	3	600	1	5	0	12	12	12	12	12	10	10	10	0	103	6	170	999	
1277	30000	1	3	630	1	5	0	10	10	23	10	10	10	10	10	0	103	7	180	999	
1278	30000	1	3	630	1	5	0	23	10	10	10	10	10	10	10	0	103	8	180	999	
1279	30000	9	3	630	1	5	0	10	10	10	23	10	10	10	10	0	103	9	180	999	
1280	30000	1	3	630	1	5	0	10	23	10	10	10	10	10	10	0	103	10	180	999	
1281	30000	9	3	630	1	5	0	10	10	10	10	23	10	10	10	0	103	11	180	999	
1282	30000	1	2	420	1	12	0	0	3	3	0	17	10	10	10	0	101	16	70	999	
1283	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	8	70	999	
1284	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	9	70	999	
1285	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	10	70	999	
1286	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	11	70	999	
1287	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	12	70	999	
1288	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	13	70	999	
1289	30000	1	2	420	1	12	0	17	3	3	0	0	10	10	10	0	101	15	70	999	
1290	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0	101	14	70	999	
1291	30000	1	1	1	9	3	0	0	0	0	0	0	10	10	10	0			0	999	
1292	30000	1	1	1	9	3	0	0	0	0	0	0	10	10	10	0			0	999	
1293	30000	1	1	1	9	3	0	0	0	0	0	0	10	10	10	0			0	999	
1294	30000	20	1	1	3	4	0	0	0	0	0	0	10	10	10	0			0	999	
1295	30000	6	1	210	3	4	0	51	22	22	22	22	10	10	10	0	131	2	400	999	
1296	30000	1	2	430	3	3	0	7	0	7	36	0	10	10	10	0	127	7	140	999	
1297	30000	10	3	645	3	3	0	19	19	0	0	90	10	10	10	0	127	8	360	999	
1298	30000	9	3	645	3	3	0	0	19	0	90	19	10	10	10	0	127	9	360	999	
1299	30000	15	4	840	3	4	0	549	0	531	549	1913	10	10	10	0	125	7	10090	40	
1300	30000	13	2	410	3	4	0	83	85	85	298	0	10	10	10	0	134	1	1570	999	
1301	30000	8	1	215	3	4	0	21	0	101	21	0	10	10	10	0	141	1	410	999	
1302	30000	13	1	205	3	4	0	22	22	49	22	22	10	10	10	0	141	2	390	999	
1303	30000	20	1	1	3	4	0	0	0	0	0	0	10	10	10	0			0	999	
1304	30000	14	1	205	3	4	0	20	21	74	21	0	10	10	10	0	141	3	390	999	
1305	30000	8	1	215	3	4	0	0	21	101	0	21	10	10	10	0	141	4	410	999	
1306	30000	6	1	210	3	4	0	21	76	21	21	0	10	10	10	0	132	14	400	999	
1307	30000	20	1	1	3	4	0	0	0	0	0	0	10	10	10	0			0	999	
1308	30000	1	1	200	3	4	0	21	21	21	48	21	10	10	10	0	132	15	380	999	
1309	30000	3	1	205	3	4	0	49	22	22	22	22	10	10	10	0	132	11	390	999	
1310	30000	20	1	1	3	4	0	0	0	0	0	0	10	10	10	0			0	999	
1311	30000	15	4	840	3	4	0	567	567	567	567	1275	10	10	10	0	125	9	10090	40	
1312	30000	7	2	420	3	4	0	396	85	85	0	0	10	10	10	0	128	9	1610	999	
1313	30000	10	3	645	3	3	0	0	0	19	19	90	10	10	10	0	127	10	360	999	
1314	30000	14	4	820	3	4	0	1868	536	518	0	536	10	10	10	0	126	6	9850	40	
1315	30000	11	3	600	3	4	0	729	0	209	209	202	10	10	10	0	132	12	3840	999	
1316	30000	1	1	200	3	4	0	21	21	48	21	21	10	10	10	0	136	4	380	999	
1317	30000	1	1	210	3	4	0	0	99	21	0	21	10	10	10	0	134	3	400	999	
1318	30000	6	2	420	3	4	0	396	85	0	0	85	10	10	10	0	128	10	1610	999	
1319	30000	20	1	1	3	4	0	0	0	0	0	0	10	10	10	0			0	999	
1320	30000	20	1	1	3	1	0	0	0	0	0	0	10	10	10	0			0	999	
1321	30000	9	3	645	3	1	0	9	9	0	34	9	10	10	10	0	126	7	180	999	
1322	30000	2	3	600	3	1	0	9	9	0	42	0	10	10	10	0			0	999	
1323	30000	7	3	645	3	1	0	34	9	0	9	9	10	10	10	0	131	11	180	999	
