BuffID	Level	IconID	Sparking	ShowTime	Show	Remark	Name	Desc
2512	6	2714	0	0	0	(2512)(6)五毒攻击阵法	六重忘我	阅历提高5%，声望提高5%，内功基础攻击力提高5%，内功会心几率提高3%，内功会心效果提高10%，小队成员内功招式会心则使阵眼毒性内功基础攻击力提高5%，持续5秒，阵眼施展“蝎心”，则小队成员内功破防提高30%持续5秒，被会心攻击则阵眼毒性内功会心几率提高20%，持续5秒
2512	7	2714	0	0	0	(2512)(7)五毒攻击阵法	七重归一	阅历提高5%，声望提高5%，内功基础攻击力提高5%，内功会心几率提高3%，内功会心效果提高10%，小队成员内功招式会心则使阵眼毒性内功基础攻击力提高5%，持续5秒，阵眼施展“蝎心”，则小队成员内功破防提高30%持续5秒，被会心攻击则阵眼毒性内功会心几率提高20%，持续5秒
2513	1	1680	1	1	1	(2513)(1)五毒攻击阵法第四重	万蛊噬心四阵	毒性内功基础攻击力提高5%
2514	1	1681	1	1	1	(2514)(1)五毒攻击阵法第五重	万蛊噬心五阵	内功破防提高10%
2515	1	2747	0	0	0	(2515)(1)五毒_补天心经_仙王蛊鼎	仙王蛊	每秒恢复5%气血最大值
2515	2	2747	0	0	0	(2515)(2)五毒_补天心经_仙王蛊鼎	仙王蛊	每秒恢复6%气血最大值
2515	3	2747	0	0	0	(2515)(3)五毒_补天心经_仙王蛊鼎	仙王蛊	每秒恢复7%气血最大值
2516	0	2025	1	1	1	(2516)(0)黑龙沼_毒散	毒疫	你身上的五毒秘毒溃散，你将持续受到的轻微的毒性伤害
2517	1	2005	1	1	1	(2517)(1)黑龙沼_乔装天一教	乔装天一教	伪装而成的天一教弟子，但是千万别进战斗、骑马和施展招式，这些都将让你暴露身份。
2518	1	253	1	1	1	(2518)(1)黑龙沼_避毒丹	避毒丹	朱砂护体，免受任何低级毒性伤害
2519	0	380	0	0	1	(2519)(0)黑龙沼_毒池	毒池	剧毒伤害，如不解除会有性命之忧
2520	0	2036	1	1	1	(2520)(0)黑龙沼_五毒秘毒	五毒秘毒	所有基础攻击力提高200%
2521	0	2036	0	0	1	(2521)(0)黑龙沼_毒化	毒化	全身毒化，以毒克毒，可免疫受到的大部分伤害
2522	0	2779	1	1	1	(2522)(0)五毒_万蛊真解_眠蛊(对Player)	眠蛊	深度睡眠
2523	0	2779	1	1	1	(2523)(0)五毒_万蛊真解_眠蛊(对NPC)	眠蛊	深度睡眠
2524	1	726	0	0	1	(2524)(1)新账号养成_居魁印	居魁印	接受传功时，使双方获得的修为提升到10倍。\n普通和英雄战宝迦兰中击败秘境首领时，使全团获得额外掉落的1紫陨
2525	1	2337	1	1	1	(2525)(1)帮会_五行试炼任务_金	金	对木属性伤害提高，受火属性伤害提高
2526	1	2358	1	1	1	(2526)(1)帮会_五行试炼任务_木	木	对土属性伤害提高，受金属性伤害提高
2527	1	2348	1	1	1	(2527)(1)帮会_五行试炼任务_水	水	对火属性伤害提高，受土属性伤害提高
2528	1	2327	1	1	1	(2528)(1)帮会_五行试炼任务_火	火	对金属性伤害提高，受水属性伤害提高
2529	1	2317	1	1	1	(2529)(1)帮会_五行试炼任务_土	土	对水属性伤害提高，受木属性伤害提高
2534	0	1242	1	1	1	(2534)(0)白龙口_任务表现_宣传单	宣传单	一张巨大的宣传单贴在脸上
2535	0	340	1	1	1	(2535)(0)白龙口_任务表现_清醒	清醒	这个人看起来很迷惑
2536	1	920	1	1	1	(2536)(1)白龙口_任务表现_假死	假死	这个人看起来像真的死了一样
2537	0	2025	1	1	1	(2537)(0)白龙口_任务表现_隐蔽	异味	身上散发出一股奇特的味道
2538	1	1	0	0	0	(2538)(1)战阶防刷标记1		
2539	1	3	0	0	0	(2539)(1)战阶防刷标记2		
2540	1	0	0	0	0	(2540)(1)战阶防刷无积分标记	悲剧	悲剧
2541	1	2805	1	1	1	(2541)(1)五毒_蛊虫献祭_蝎子	圣蝎献祭	威胁降低40%
2542	1	2756	1	1	1	(2542)(1)五毒_蛊虫献祭_蟾蜍	玉蟾献祭	化解伤害
2543	1	2809	1	1	1	(2543)(1)五毒_蛊虫献祭_蛇	灵蛇献祭	毒性内功基础攻击力提高50%，基础疗伤成效提高50%
2543	2	2809	1	1	1	(2543)(2)五毒_蛊虫献祭_蛇	灵蛇献祭	内功基础攻击力提高20%
2544	1	2780	1	1	1	(2544)(1)五毒_蛊虫献祭_蜈蚣	风蜈献祭	不受控制招式影响
2545	0	2146	1	1	1	(2545)(0)无量宫_濯尘_深藏身与名	深藏身与名	每秒受到一次毒性内功伤害
2547	0	2803	1	1	1	(2547)(0)五毒_蛊虫献祭_蜘蛛	天蛛献祭	锁足
2547	1	2803	1	1	1	(2547)(1)五毒_蛊虫献祭_蜘蛛	天蛛献祭	锁足
2548	1	436	1	1	1	(2548)(1)袖纳乾坤秘籍_加仇恨	袖纳乾坤	威胁值提高30%
2549	1	2019	1	1	1	(2549)(1)帮会_猪九戒_眩晕	眩晕	眩晕
2551	0	2021	0	0	1	(2551)(0)白龙口_任务表现_虚脱	虚脱	这匹马看起来非常虚弱
2552	1	2037	0	0	1	(2552)(1)白龙口_任务表现_激昂	激昂	这名士兵斗志激昂
2553	0	1396	0	0	1	(2553)(0)白龙口_任务表现_大醉	大醉	醉如烂泥，毫无知觉
2555	1	2803	1	1	1	(2555)(1)五毒_蛊虫献祭_蜘蛛(定身)	丝牵	定身
2555	2	2803	1	1	1	(2555)(2)五毒_蛊虫献祭_蜘蛛(定身)_缠心强化	丝牵	定身
2557	0	14	1	1	1	(2557)(0)T0套装五毒毒性伤害招式加AP	蛊殇	毒性内功基础攻击力提高10%
2558	0	278	1	1	1	(2558)(0)帮会_食堂_鲜脆果盘	鲜脆果盘	击伤怪物获得1.5倍阅历
2559	1	586	1	1	1	(2559)(1)帮会_食堂_鲜味菜盘	鲜味菜盘	一个时辰之内无法再享用鲜味菜盘类食品
2560	0	264	1	1	1	(2560)(0)帮会_食堂_鸡肉菜盘	鸡肉菜盘	击退秘境首领获得声望提高5%
2561	0	88	1	1	1	(2561)(0)帮会_食堂_美酒佳酿菜盘	美酒佳酿菜盘	重伤对立阵营玩家获得威望提高10%
2562	0	1546	1	1	1	(2562)(0)帮会_食堂_南瓜盅菜盘	南瓜盅菜盘	获得的江湖贡献值提高5%
2563	0	552	1	1	1	(2563)(0)帮会_食堂_蒸鱼菜盘	蒸鱼菜盘	命中等级提高1%，无双提高3%
2564	0	546	1	1	1	(2564)(0)帮会_食堂_肘子菜盘	肘子菜盘	气血上限提高2%，内力上限提高2%
2565	0	2755	0	0	1	(2565)(0)五毒_宠物仇恨系数	煽弄	威胁大幅提高
2567	1	707	1	1	1	(2567)(1)帮会_帮会旗帜_一统江湖	一统江湖	定身
2568	1	707	1	1	1	(2568)(1)帮会_帮会旗帜_千秋万代	千秋万代	每秒恢复2%最大气血值与最大内力值
2569	0	707	1	1	1	(2569)(0)帮会_帮会旗帜_雄霸江湖	雄霸江湖	化劲等级提高30%，御劲等级提高15%
2570	1	591	1	1	1	(2570)(1)帮会_帮会旗帜_义薄云天	义薄云天	内功招式伤害提高20%，外功招式伤害提高20%，基础疗伤成效提高20%
2571	0	591	1	1	1	(2571)(0)帮会_帮会旗帜_泰山北斗	泰山北斗	气血上限与内力上限降低20%
2572	1	591	1	1	1	(2572)(1)帮会_帮会旗帜_独步江湖	独步江湖	移动速度提高30%
2573	0	592	1	1	1	(2573)(0)帮会_帮会旗帜_天下无敌	天下无敌	受到的伤害降低30%
2574	0	592	1	1	1	(2574)(0)帮会_帮会旗帜_唯我独尊	唯我独尊	没人能看到你
2576	0	1679	1	1	1	(2576)(0)五毒治疗阵法第四重BUFF计时	蛊竭	妙手织天阵第四重无效
2578	1	1680	1	1	1	(2578)(1)万花治疗阵法第四重DEBUFF计时	魂离	七绝逍遥阵第四重无效
2579	0	326	1	1	1	(2579)(0)圣教洗礼	圣教洗礼	每层使气血恢复提高2点，毒性伤害提高2%
2580	0	334	1	1	1	(2580)(0)荻花圣殿_6号BOSS_阿萨辛_原罪缚穴术	原罪缚穴术	眩晕
2582	0	2124	1	1	1	(2582)(0)荻花圣殿_7号BOSS_沙利亚_腐尸毒	腐尸毒	每3秒受到<BUFF atCallLunarDamage>点阴性内功伤害
2585	1	0	0	0	0	(2585)(1)五毒_轻功_修改重力	Buff=1，Debuff=2，Dot=3，Hot=4	BuffType取值
2587	2	173	0	0	1	(2587)(2)(2587)曌星需求的	提水	提着装满水的尖底水桶，无法上马
2587	4	2039	0	0	1	(2587)(4)禁止上马	牢房	牢房重地，禁止骑马，禁止使用轻功
2587	5	2027	0	0	1	(2587)(5)禁止上马	囚犯	牢房重地，禁止骑马，禁止使用轻功
2587	7	1260	0	0	1	(2587)(7)长安内城送货	运送货物	正在运送货物
2588	0	671	1	0	1	(2588)(0)BUG处罚_欠债还钱	欠债还钱	因为没能全部归还在荻花宫后山秘境中非法获取的道具，你将被持续扣除金钱，直到将所有的非法所得扣完
2590	0	938	1	1	1	(2590)(0)荻花圣殿_7号BOSS_沙利亚_尸鹫血爪_伤害	玉碎血转	每秒造成<BUFF atCallLunarDamage>点阴性内功伤害，定身
2591	0	2141	1	1	1	(2591)(0)荻花圣殿_7号BOSS_沙利亚_尸鹫血爪_治疗	吸血	每秒恢复<BUFF atCallTherapy>点气血值
2592	1	267	1	1	1	(2592)(1)帮会_猪九戒_疲惫换动作	疲惫	每秒恢复25800点气血值
2595	0	2030	0	0	1	(2595)(0)法王窟_白眉鼠王_土遁加速	潜沙走石·土遁	白眉鼠王双手飞速舞动，掘土潜行！混杂着碎石的气浪会对每个接近的人造成巨大伤害
2596	0	2028	1	1	1	(2596)(0)仙踪林_1号BOSS_红镰突刺_怒视	怒视	塔纳刀王恶狠狠地怒视着你
2597	0	1565	1	1	1	(2597)(0)法王窟_白眉鼠王_烈火开山雷	小心脚下	鼠王看了一眼你站的方位，冲你意味深长地笑了笑
2598	0	73	1	1	1	(2598)(0)法王窟_老鼠白眉_撕咬	撕咬	眩晕
2599	0	920	1	1	1	(2599)(0)法王窟_老鼠白眉_病疫	病疫	被病疫感染，每层使你的疗伤成效与被疗伤成效降低20%
2599	1	920	1	1	1	(2599)(1)法王窟_老鼠白眉_病疫	病疫	被病疫感染，每层使你的疗伤成效与被疗伤成效降低20%
2599	2	920	1	1	1	(2599)(2)法王窟_老鼠白眉_病疫	病疫	被病疫感染，每层使你的疗伤成效与被疗伤成效降低20%，每层每秒受到一次毒性内功伤害
2600	0	355	0	0	1	(2600)(0)法王窟_老鼠白眉_诈死	诈死	“…吱…吱叽叽吱吱…吱叽……”
2601	0	329	1	1	1	(2601)(0)法王窟_老鼠白眉_鼠族的义气	鼠族的义气	白眉为了掩护鼠王而奋起了！它的动作变得飞快！发动疯狂的攻击
2602	0	346	1	1	1	(2602)(0)帮会_旗帜效果虚弱	力竭	无法再次受到帮会旗帜的鼓舞
2604	0	2028	1	1	1	(2604)(0)帮会_旗帜效果削弱(免疫减益)	气勇	无法再次受到帮会旗帜的削弱
2605	0	729	1	1	1	(2605)(0)荻花圣殿_7号BOSS_沙利亚_冥鹫葬魂钉_减速	冥鹫	移动速度减少80%，每秒受到<BUFF atCallPhysicsDamage>点外功伤害
2606	0	672	1	1	1	(2606)(0)荻花圣殿_7号BOSS_沙利亚_冥鹫葬魂钉_定身	葬魂	定身
2607	0	342	0	0	1	(2607)(0)荻花圣殿_7号BOSS_沙利亚_虚弱	虚弱	受到的外功伤害提高100%，阳性内功伤害提高100%
2608	0	1396	1	1	1	(2608)(0)清明节_醉猿_醉猿乱舞	乱舞	真是好酒啊
2609	0	2118	1	1	1	(2609)(0)清明节_醉猿_醉阳	醉·阳	受到的阳性内功伤害提高100%
2610	0	2121	1	1	1	(2610)(0)清明节_醉猿_醉阴	醉·阴	受到的阴性内功伤害提高100%
2611	1	2120	1	1	1	(2611)(1)清明节_醉猿_醉浊	醉·浊	受到的混元内功伤害提高100%
2612	0	2117	1	1	1	(2612)(0)清明节_醉猿_醉攻	醉·攻	受到的外功伤害提高100%
2613	0	2119	1	1	1	(2613)(0)清明节_醉猿_醉毒	醉·毒	受到的毒性内功伤害提高100%
2614	0	22	0	0	1	(2614)(0)荻花圣殿_8号BOSS_慕容夫人_霜汲术	霜汲术	不会受到任何伤害
2616	0	2124	1	1	1	(2616)(0)荻花圣殿_8号BOSS_慕容夫人_腐蚀功	腐蚀功	每3秒受到<BUFF atCallPoisonDamage>点毒性内功伤害
2618	0	0	1	1	1	(2618)(0)清明节活动_刷猴子计时	计时	刷新醉猿倒计时
2619	0	2483	1	1	1	(2619)(0)凤舞九天	凤舞九天	毒性内功基础攻击力提高5%，毒性内功会心几率提高20%，获得阅历提高20%
2620	0	0	0	0	0	(2620)(0)济世菩萨	济世菩萨	每分钟向周围随机的10个玩家发放一定金钱，只能对同阵营使用
2621	0	94	1	1	1	(2621)(0)济世菩萨_济世	济世	每10秒从济世菩萨处获得3银
2622	0	80	1	1	1	(2622)(0)荻花圣殿_7号BOSS_沙利亚_蝶恋清风	蝶恋清风	移动速度降低30%
2624	0	711	1	1	1	(2624)(0)法王窟_青翼蝠王_蝠翼风阻	蝠翼风阻	移动速度降低50%
2625	0	339	1	1	1	(2625)(0)法王窟_血蝙蝠_血蝠音波	血蝠音波	锁足
2626	0	80	1	1	1	(2626)(0)荻花圣殿_8号BOSS_慕容夫人_空舞浮游功	空舞浮游功	短时间突破轻功上限，身轻如燕
2627	0	14	1	1	1	(2627)(0)荻花圣殿_8号BOSS_慕容夫人_若影劲刺	若影劲刺	每3秒造成<BUFF atCallPhysicsDamage>点外功伤害
2628	0	325	1	1	1	(2628)(0)荻花圣殿_8号BOSS_慕容夫人_诛心咒	诛心咒	基础攻击力提高100%，效果结束时气爆身亡
2629	0	917	1	1	1	(2629)(0)荻花圣殿_8号BOSS_慕容夫人_骸弱	骸弱	受到的所有伤害提高100%
2630	0	2036	1	1	1	(2630)(0)五毒任务_阿幼朵的玩笑	阿幼朵的玩笑	快去解毒
2631	0	336	1	1	1	(2631)(0)荻花圣殿_8号BOSS_慕容夫人_逐莲升华	逐莲升华	每3秒受到<BUFF atCallLunarDamage>点阴性内功伤害，效果结束后重伤
2632	0	338	1	1	1	(2632)(0)荻花圣殿_8号BOSS_慕容夫人_千针暗沼	千针暗沼	定身
2634	0	12	1	0	0	(2634)(0)龙渊泽_神策狗男女_男_技能2_判断	龙渊泽_神策狗男女_男_技能2_判断	BuffType取值
2635	1	6	1	0	1	(2635)(1)龙渊泽_神策狗男女_男_技能2	铁胆霸体	受到伤害降低40%，外功伤害提高50%
2635	2	6	1	0	1	(2635)(2)龙渊泽_神策狗男女_男_技能2	铁胆霸体	受到伤害降低50%，外功伤害提高50%
2635	3	6	1	0	1	(2635)(3)龙渊泽_神策狗男女_男_技能2	铁胆霸体	受到伤害降低50%，外功伤害提高50%
2635	4	6	1	0	1	(2635)(4)龙渊泽_神策狗男女_男_技能2	铁胆霸体	受到伤害降低50%，外功伤害提高50%
2636	0	7	1	1	1	(2636)(0)龙渊泽_神策狗男女_男_技能3	金刚	受到外功伤害提高20%，移动速度降低30%
2636	1	7	1	1	1	(2636)(1)龙渊泽_神策狗男女_男_技能3	金刚	受到外功伤害提高20%，移动速度降低30%
2636	2	7	1	1	1	(2636)(2)龙渊泽_神策狗男女_男_技能3	金刚	受到外功伤害提高20%，移动速度降低30%
2636	3	7	1	1	1	(2636)(3)龙渊泽_神策狗男女_男_技能3	金刚	受到外功伤害提高20%，移动速度降低30%
2636	4	7	1	1	1	(2636)(4)龙渊泽_神策狗男女_男_技能3	金刚	受到外功伤害提高50%，移动速度降低30%
2637	0	8	1	1	1	(2637)(0)龙渊泽_神策狗男女_女_技能1	烈阳	移动速度降低50%
2638	0	14	1	0	0	(2638)(0)龙渊泽_神策狗男女_女_技能2_判断	龙渊泽_神策狗男女_女_技能2_判断	BuffType取值
2639	0	10	1	0	1	(2639)(0)龙渊泽_神策狗男女_女_技能2	火凤燎原	间隔性造成大范围伤害
2641	0	2731	0	0	1	(2641)(0)清明节_活动介绍	群侠义聚争英武 巴蜀从今起风云	巴蜀风云系统调整简介：\n1.新门派——五毒教开放。\n2.新场景——全新巴蜀场景和秘境。\n3. 货币系统改造——重新规划并精简了游戏货币。\n4. 新增五行石系统——增强装备属性的新途径。\n5.角色属性调整——更加合理的属性成长。\n点击了解详情
2642	0	2021	1	1	1	(2642)(0)法王窟_智慧王_剑舞	阴阳相冲	智慧王强用七秀招式，竟然导致内伤，损耗了不少气血
2643	0	331	1	1	1	(2643)(0)法王窟_智慧王_夕照雷锋	内劲激荡	智慧王意图施展藏剑重剑招式，不慎竟然导致内伤，一时间穴位受制，不能行动
2644	0	0	1	1	1	(2644)(0)法王窟_智慧王_蝎心	蝎心	移动速度降低50%
2645	0	0	1	1	1	(2645)(0)法王窟_智慧王_千丝	千丝	被疗伤成效降低50%
2646	0	2037	1	1	1	(2646)(0)法王窟_智慧王_领悟·唐门	领悟·唐门	智慧王招式伤害提高50%
2647	0	2037	1	1	1	(2647)(0)法王窟_智慧王_领悟·丐帮	领悟·丐帮	智慧王招式伤害提高50%
2648	0	2037	1	1	1	(2648)(0)法王窟_智慧王_领悟·明教	领悟·明教	智慧王招式伤害提高50%
2649	0	2037	1	1	1	(2649)(0)法王窟_智慧王_领悟·侠客行	领悟·侠客行	智慧王招式伤害提高50%
2650	0	1487	1	1	1	(2650)(0)法王窟_智慧王_熟练·唐门	探知·唐门	智慧王正通过与唐门门派弟子过招，逐渐探知蜀中唐门的武学要领
2651	0	1487	1	1	1	(2651)(0)法王窟_智慧王_熟练·丐帮	探知·丐帮	智慧王正通过与丐帮门派弟子过招，逐渐探知丐帮的武学要领
2652	0	1487	1	1	1	(2652)(0)法王窟_智慧王_熟练·明教	探知·明教	智慧王正通过与明教门派弟子过招，逐渐探知明教的武学要领
2653	0	535	1	1	1	(2653)(0)法王窟_智慧王_熟练·侠客行	探知·侠客行	智慧王正通过与江湖闲散侠客过招，逐渐探知中原基础武学的一些要领
2654	0	126	1	1	1	(2654)(0)荻花圣殿_9号BOSS_狂蟒之怒_锯牙猛毒	锯牙猛毒	每秒造成<BUFF atCallPoisonDamage>点毒性伤害
2655	0	339	1	1	1	(2655)(0)荻花圣殿_9号BOSS_狂蟒之怒_疯狂之怒	疯狂之怒	所有伤害提高100%
2655	1	339	1	1	1	(2655)(1)荻花圣殿_9号BOSS_狂蟒之怒_疯狂之怒	疯狂之怒	所有伤害提高100%
2655	2	339	1	1	1	(2655)(2)荻花圣殿_9号BOSS_狂蟒之怒_疯狂之怒	疯狂之怒	所有伤害提高50%
2656	0	200	1	1	1	(2656)(0)荻花圣殿_9号BOSS_蛮熊之力_燃油石	燃油	每3秒受到<BUFF atCallSolarDamage>点阳性内功伤害
2657	0	566	1	1	1	(2657)(0)荻花圣殿_9号BOSS_蛮熊之力_上品金创药	上品金创药	恢复大量气血
2658	0	80	1	1	1	(2658)(0)荻花圣殿_9号BOSS_飞猿之影_雪青龙	雪青龙	锁足
2659	0	1649	1	1	1	(2659)(0)荻花圣殿_9号BOSS_飞猿之影_影遁	影遁	免疫一些负面效果
2660	0	406	1	1	1	(2660)(0)荻花圣殿_9号BOSS_飞猿之影_破晓冰牙击	破晓冰牙击	移动速度降低30%
2661	0	327	1	1	1	(2661)(0)荻花圣殿_9号BOSS_飞猿之影_迅猿炎斩	迅猿炎斩	每秒造成<BUFF atCallSolarDamage>点阳性内功伤害
2662	0	2027	1	1	1	(2662)(0)帮会_擂台_减疗伤成效	死战	随着时间的推移，你受到的疗伤成效会逐渐降低
2663	0	2148	0	0	1	(2663)(0)帮会_擂台_对围观群众的沉默	观赛	请静心观看擂台内侠士的比武，切勿出手
2664	0	11	1	1	1	(2664)(0)龙渊泽_神策狗男女_女_技能3	同气连枝	外功伤害增加50%,受到伤害减少50%
2665	0	2029	1	1	1	(2665)(0)荻花圣殿_4号BOSS_卫戚梧_返首	返首	移动速度降低60%
2666	0	2022	1	1	1	(2666)(0)荻花圣殿_2号BOSS_无双大蛇_吞噬	注视	它贪婪地注视着你
2668	0	2028	1	1	1	(2668)(0)荻花圣殿_9号BOSS_贪狼之牙_狂暴	狂暴	每层使外功伤害提高10%
2669	0	22	1	1	1	(2669)(0)龙渊泽_南诏双雄_刺客_普通攻击	炎阳	燃烧,每秒受到<BUFF atCallSolarDamage>点阳性内功伤害
2670	0	330	1	1	1	(2670)(0)龙渊泽_南诏双雄_刺客_技能1	炎爆	燃烧,每秒受到<BUFF atCallSolarDamage>点阳性内功伤害
2671	0	24	1	1	1	(2671)(0)龙渊泽_南诏双雄_刺客_技能2	缠身	降低80%移动速度
2672	0	324	1	1	1	(2672)(0)荻花圣殿_6号BOSS_将军_卸甲	剥衣卸甲	外功防御等级降低10%
2673	0	25	1	1	1	(2673)(0)龙渊泽_南诏双雄_刺客_技能3	寒息	降低30%移动速度
2674	0	12	1	1	1	(2674)(0)荻花圣殿_6号BOSS_刺客_绞喉	绞喉	无法运功，每3秒造成<BUFF atCallPhysicsDamage>点外功伤害
2676	0	19	1	1	1	(2676)(0)龙渊泽_南诏双雄_壮士_普通攻击	重击	受到外功伤害增加10%,5层后再受到重击将会被击倒
2677	0	53	1	1	1	(2677)(0)龙渊泽_南诏双雄_壮士_技能1	胁迫	锁足
2678	1	42	1	1	1	(2678)(1)龙渊泽_南诏双雄_壮士_技能2	胆寒	伤害减少30%
2678	2	42	1	1	1	(2678)(2)龙渊泽_南诏双雄_壮士_技能2	胆寒	伤害减少50%
2678	3	42	1	1	1	(2678)(3)龙渊泽_南诏双雄_壮士_技能2	胆寒	伤害减少50%
2678	4	42	1	1	1	(2678)(4)龙渊泽_南诏双雄_壮士_技能2	胆寒	伤害减少50%
2679	0	438	1	1	1	(2679)(0)镇派_般若诀+15%	般若诀	外功防御等级提高<BUFF atPhysicsShieldBase>点，内功防御提高<BUFF atMagicShield>点
2680	0	438	1	1	1	(2680)(0)镇派_般若诀+30%	般若诀	外功防御等级提高<BUFF atPhysicsShieldBase>点，内功防御提高<BUFF atMagicShield>点
2681	1	433	1	1	1	(2681)(1)万佛朝宗_加MaxLife	大觉	气血最大值提高5%
2681	2	433	1	1	1	(2681)(2)万佛朝宗_加MaxLife	大觉	气血最大值提高10%
2682	0	2906	1	1	1	(2682)(0)藏剑_秀水剑法_曲水寻梅	寒梅	下一次夕照雷峰、云飞玉皇伤害提高30%
2683	1	2905	1	1	1	(2683)(1)藏剑_西子情_潮鸣弦	潮鸣弦	突破武学极限，使自身施展任何招式均不消耗剑气
2683	2	2389	1	1	1	(2683)(2)藏剑_西子情_潮鸣弦	残雪	招式不消耗剑气
2685	0	340	0	0	1	(2685)(0)通用_逃避者_外_Const	身不由己	功体受损，无法施展招式，并且无法使用药品
2686	1	445	1	1	1	(2686)(1)金刚诀	擒龙诀	每1.5秒获得1点禅那，阳性内功基础攻击力提高20%
2687	1	2965	1	1	1	(2687)(1)涅槃式	捣虚式	每层每3秒受到<BUFF atCallSolarDamage>点阳性内功伤害
2688	0	2120	1	1	1	(2688)(0)玄雪子之怒·酒	玄雪子之怒·酒	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2689	1	917	1	1	1	(2689)(1)寂灭厅_2号_五毒失心散	五毒失心散	将受到10倍伤害。
2690	0	2118	1	1	1	(2690)(0)苍霜子之怒·酒	苍霜子之怒·酒	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2691	0	2127	1	1	1	(2691)(0)玄雪子之怒·财	玄雪子之怒·财	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2692	0	2128	1	1	1	(2692)(0)苍霜子之怒·财	苍霜子之怒·财	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2693	0	2135	1	1	1	(2693)(0)苍霜子之怒·色	苍霜子之怒·色	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2694	0	2134	1	1	1	(2694)(0)玄雪子之怒·色	玄雪子之怒·色	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2695	0	2140	1	1	1	(2695)(0)苍霜子之怒·权	苍霜子之怒·权	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2696	0	2138	1	1	1	(2696)(0)玄雪子之怒·权	玄雪子之怒·权	每2秒受到<BUFF atCallPhysicsDamage>点外功伤害
2697	0	330	1	1	1	(2697)(0)破绽	即将识破	你的计谋即将被识破！
2698	0	2028	1	1	1	(2698)(0)怒火·假尼姑	怒火·假尼姑	异常的愤怒，要打人了！
2699	0	324	1	1	1	(2699)(0)回房睡觉	回房睡觉	累了，回去睡觉了
2700	0	1538	1	1	1	(2700)(0)换装·俏尼姑	换装·俏尼姑	你乔装成了一位俏丽的尼姑
2701	1	2921	1	1	1	(2701)(1)藏剑_凤鸣_外功会心提高	凤鸣	下两次外功招式的会心几率提高15%
2701	2	2921	1	1	1	(2701)(2)藏剑_凤鸣_外功会心提高	凤鸣	下两次外功招式的会心几率提高30%
2701	3	2921	1	1	1	(2701)(3)藏剑_凤鸣_外功会心提高	凤鸣	下一次的外功招式会心几率及招式伤害提高15%
2702	0	331	1	1	1	(2702)(0)即将识破	即将识破	计谋即将被识破！
2703	0	332	1	1	1	(2703)(0)中计	两败俱伤	经过一番恶斗，受了很重的内伤
2704	0	2923	1	1	1	(2704)(0)藏剑_夜雨_招式瞬发	夜雨	使下一个“云飞玉皇”瞬发且消耗降低10点
2705	1	2370	1	1	1	(2705)(1)藏剑_岱宗_外功伤害提高	岱宗	每层使外功会心伤害提高3%
2705	2	2370	1	1	1	(2705)(2)藏剑_岱宗_外功伤害提高	岱宗	每层使外功会心伤害提高6%
2705	3	2370	1	1	1	(2705)(3)藏剑_岱宗_外功伤害提高	岱宗	每层使外功会心伤害提高10%
2706	1	4571	1	1	1	(2706)(1)少林威胁+30%	涅果	下一个阳性内功招式威胁提高30%
2707	1	2962	1	1	1	(2707)(1)归去来棍_嘲讽	归去来棍	被强制
2708	0	2143	0	0	1	(2708)(0)荻花圣殿_6号BOSS_阿萨辛_真元分离	真元分离	阿萨辛的真元处于被分离状态，该状态在成功献祭后会被自动解除
2709	1	2038	1	1	1	(2709)(1)血龙出渊_林欲静_昆仑六阳功	昆仑六阳功	受到伤害减少30%
2710	1	335	1	1	1	(2710)(1)血龙出渊_白浩然_昆仑饮冰剑定身	昆仑饮冰剑	定身
2711	1	2022	1	1	1	(2711)(1)血龙出渊_白浩然_自在逍遥剑自己晕眩	自在逍遥剑	由于学艺不精，对自己造成晕眩
2712	0	414	1	1	1	(2712)(0)清心静气_无侣	清心静气	气血最大值提高<BUFF atMaxLifeAdditional>点
2712	1	414	1	1	1	(2712)(1)清心静气_无侣	清心静气	气血最大值提高8.5%
2712	2	414	1	1	1	(2712)(2)清心静气_无侣	清心静气	气血最大值提高9.1%
2712	3	414	1	1	1	(2712)(3)清心静气_无侣	清心静气	气血最大值提高9.8%
2712	4	414	1	1	1	(2712)(4)清心静气_无侣	清心静气	气血最大值提高10.4%
2712	5	414	1	1	1	(2712)(5)清心静气_无侣	清心静气	气血最大值提高11.1%
2712	6	414	1	1	1	(2712)(6)清心静气_无侣	清心静气	气血最大值提高11.7%
2712	7	414	1	1	1	(2712)(7)清心静气_无侣	清心静气	气血最大值提高12.4%
2712	8	414	1	1	1	(2712)(8)清心静气_无侣	清心静气	气血最大值提高13%
2713	1	2019	1	1	1	(2713)(1)血龙出渊_恶人谷叛逃者小头领_秘制闪光雷_减命中	秘制闪光雷	命中降低20%
2714	1	335	1	1	1	(2714)(1)血龙出渊_昆仑背叛者小头领_饮冰剑_范围定身	饮冰剑	定身
2715	1	342	1	1	1	(2715)(1)血龙出渊_昆仑背叛者小头领_饮冰剑_伤害加深	经脉凝滞	受到的伤害提高100%
