P_ID,name,desc,type,xinfatype,body,spirit,strength,agility,spunk,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,neihui,neili,xuehui,qixue
237,剑胆·锻（外破）,外功破防等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,
238,剑胆·锻（内破）,内功破防等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,
239,剑胆·锻（仇恨）,仇恨百分比提升9%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,0,0,0,0
240,剑胆·锻（外会）,外功会心等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,
241,剑胆·锻（内会）,内功会心等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,
242,剑胆·锻（外命）,外功命中等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,
243,剑胆·锻（内命）,内功命中等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,
244,剑胆·锻（无双）,无双等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,049,0,0,0,0,0,0
245,剑胆·锻（加速）,加速等级提升49点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,049,0,0,0,0,0,0,0,0
246,剑胆·铸（根骨）,根骨提升18点,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
247,剑胆·铸（身法）,身法提升18点,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
248,剑胆·铸（外破）,外功破防等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,
249,剑胆·铸（内破）,内功破防等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,
250,剑胆·铸（仇恨）,仇恨百分比提升9%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,0,0,0,0
251,剑胆·铸（外会）,外功会心等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,
252,剑胆·铸（内会）,内功会心等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,
253,剑胆·铸（外命）,外功命中等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,
254,剑胆·铸（内命）,内功命中等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,
255,剑胆·铸（无双）,无双等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,049,0,0,0,0,0,0
256,剑胆·铸（加速）,加速等级提升49点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,049,0,0,0,0,0,0,0,0
257,剑胆·磨石（外伤）,外功攻击提升37点,11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,
258,剑胆·磨石（内伤）,内功攻击提升44点,11,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,
259,剑胆·磨石（疗伤）,疗伤成效提升39点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,039,0,0,0,0,0,0,0,0,0,0,0,0
260,剑胆·磨石（武伤）,武器伤害提升8点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,剑胆·熔锭（外伤）,外功攻击提升55点,11,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
262,剑胆·熔锭（内伤）,内功攻击提升67点,11,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,
263,剑胆·熔锭（疗伤）,疗伤成效提升58点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,058,0,0,0,0,0,0,0,0,0,0,0,0
264,剑胆·熔锭（武伤）,武器伤害提升13点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,佳·剑胆·锻（根骨）,根骨提升21点,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,佳·剑胆·锻（身法）,身法提升21点,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,佳·剑胆·锻（外破）,外功破防等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,
268,佳·剑胆·锻（内破）,内功破防等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,
269,佳·剑胆·锻（仇恨）,仇恨百分比提升10%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0102,0,0,0,0
270,佳·剑胆·锻（外会）,外功会心等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,
271,佳·剑胆·锻（内会）,内功会心等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,
272,佳·剑胆·锻（外命）,外功命中等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,
273,佳·剑胆·锻（内命）,内功命中等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,
274,佳·剑胆·锻（无双）,无双等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056,0,0,0,0,0,0
275,佳·剑胆·锻（加速）,加速等级提升56点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056,0,0,0,0,0,0,0,0
276,佳·剑胆·铸（根骨）,根骨提升21点,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,佳·剑胆·铸（身法）,身法提升21点,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,佳·剑胆·铸（外破）,外功破防等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,
279,佳·剑胆·铸（内破）,内功破防等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,
280,佳·剑胆·铸（仇恨）,仇恨百分比提升10%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0102,0,0,0,0
281,佳·剑胆·铸（外会）,外功会心等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,
282,佳·剑胆·铸（内会）,内功会心等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,
283,佳·剑胆·铸（外命）,外功命中等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,
284,佳·剑胆·铸（内命）,内功命中等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,
285,佳·剑胆·铸（无双）,无双等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056,0,0,0,0,0,0
286,佳·剑胆·铸（加速）,加速等级提升56点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056,0,0,0,0,0,0,0,0
287,佳·剑胆·磨石（外伤）,外功攻击提升42点,11,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,
288,佳·剑胆·磨石（内伤）,内功攻击提升50点,11,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
289,佳·剑胆·磨石（疗伤）,疗伤成效提升43点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,043,0,0,0,0,0,0,0,0,0,0,0,0
290,佳·剑胆·磨石（武伤）,武器伤害提升9点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,佳·剑胆·熔锭（外伤）,外功攻击提升62点,11,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
292,佳·剑胆·熔锭（内伤）,内功攻击提升75点,11,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
293,佳·剑胆·熔锭（疗伤）,疗伤成效提升65点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,065,0,0,0,0,0,0,0,0,0,0,0,0
294,佳·剑胆·熔锭（武伤）,武器伤害提升14点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,苍·安戎·绣（内伤）,内功破防提升24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
296,苍·安戎·绣（内伤）,内功攻击提升22,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,
296,苍·安戎·绣（内伤）,内功破防提升24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,
297,珍·风骨·绣（体质）,体质提升34点,8,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,珍·风骨·印（力道）,力道提升25点,7,0,0,0,025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,珍·风骨·印（元气）,元气提升25点,7,0,0,0,0,0,025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,珍·风骨·印（疗伤）,疗伤成效提升53点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,053,0,0,0,0,0,0,0,0,0,0,0,0
301,珍·风骨·印（内会效）,内功会心效果等级提升68点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,068,0,0,0,0,0,0,0,0,0,0
302,珍·风骨·印（外会效）,外功会心效果等级提升68点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,068,0,0,0,0,0,0,0,0,0,0
303,珍·风骨·染（力道）,力道提升25点,6,0,0,0,025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,珍·风骨·染（元气）,元气提升25点,6,0,0,0,0,0,025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,珍·风骨·染（疗伤）,疗伤成效提升53点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,053,0,0,0,0,0,0,0,0,0,0,0,0
306,珍·风骨·染（内会效）,内功会心效果等级提升68点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,068,0,0,0,0,0,0,0,0,0,0
307,珍·风骨·染（外会效）,外功会心效果等级提升68点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,068,0,0,0,0,0,0,0,0,0,0
308,珍·风骨·纹（体质）,体质提升34点,10,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,珍·风骨·锻（根骨）,根骨提升25点,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,珍·风骨·锻（身法）,身法提升25点,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,珍·风骨·锻（外会）,外功会心等级提升68点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,
312,珍·风骨·锻（内会）,内功会心等级提升68点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,
313,珍·风骨·铸（根骨）,根骨提升25点,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,珍·风骨·铸（身法）,身法提升25点,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,珍·风骨·铸（外会）,外功会心等级提升68点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,
316,珍·风骨·铸（内会）,内功会心等级提升68点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,
317,珍·风骨·磨石（疗伤）,疗伤成效提升53点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,053,0,0,0,0,0,0,0,0,0,0,0,0
318,珍·风骨·印（外伤）,外功攻击提升51点,7,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
319,珍·风骨·印（内伤）,内功攻击提升61点,7,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,
320,珍·风骨·染（外伤）,外功攻击提升51点,6,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
321,珍·风骨·染（内伤）,内功攻击提升61点,6,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,
322,珍·风骨·绣（气血）,气血上限提升339点,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0339
323,珍·风骨·绣（招架）,招架提升34点,8,0,0,0,0,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,珍·风骨·绣（御劲）,御劲提升34点,8,0,0,0,0,0,0,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,珍·风骨·绣（闪避）,闪避提升34点,8,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,珍·风骨·绣（外防）,外功防御提升34点,8,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,珍·风骨·绣（内防）,内功防御提升34点,8,0,0,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,珍·风骨·纹（气血）,气血上限提升339点,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0339
329,珍·风骨·纹（招架）,招架提升34点,10,0,0,0,0,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,珍·风骨·纹（御劲）,御劲提升34点,10,0,0,0,0,0,0,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,珍·风骨·纹（闪避）,闪避提升34点,10,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,珍·风骨·纹（外防）,外功防御提升34点,10,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,珍·风骨·纹（内防）,内功防御提升34点,10,0,0,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,珍·风骨·锻（外破）,外功破防等级提升68点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,
335,珍·风骨·锻（内破）,内功破防等级提升68点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,
336,珍·风骨·锻（加速）,加速提升68点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,068,0,0,0,0,0,0,0,0
337,珍·风骨·铸（外破）,外功破防等级提升68点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,
338,珍·风骨·铸（内破）,内功破防等级提升68点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,
339,珍·风骨·铸（加速）,加速提升68点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,068,0,0,0,0,0,0,0,0
340,珍·风骨·磨石（外伤）,外功攻击提升51点,11,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
341,珍·风骨·磨石（内伤）,内功攻击提升61点,11,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,
342,珍·风骨·磨石（武伤）,武器伤害提升12点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,珍·重制·印（外伤）,外功攻击提升62点,7,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
344,珍·重制·印（内伤）,内功攻击提升75点,7,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
345,珍·重制·印（疗伤）,疗伤成效提升65点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,065,0,0,0,0,0,0,0,0,0,0,0,0
346,珍·重制·印（御劲）,御劲提升42点,7,0,0,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,珍·重制·印（化劲）,化劲提升42点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,
348,珍·重制·印（力道）,力道提升31点,7,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,珍·重制·印（元气）,元气提升31点,7,0,0,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,珍·重制·印（外会效）,外功会心效果等级提升83点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0,0,0
351,珍·重制·印（内会效）,内功会心效果等级提升73点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0,0,0
352,珍·重制·染（外伤）,外功攻击提升62点,6,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
353,珍·重制·染（内伤）,内功攻击提升75点,6,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
354,珍·重制·染（疗伤）,疗伤成效提升65点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,065,0,0,0,0,0,0,0,0,0,0,0,0
355,珍·重制·染（御劲）,御劲提升42点,6,0,0,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,珍·重制·染（化劲）,化劲提升42点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,
357,珍·重制·染（力道）,力道提升31点,6,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,珍·重制·染（元气）,元气提升31点,6,0,0,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,珍·重制·染（外会效）,外功会心效果等级提升83点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0,0,0
360,珍·重制·染（内会效）,内功会心效果等级提升73点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0,0,0
361,珍·重制·绣（体质）,体质提升42点,8,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,珍·重制·绣（招架）,招架提升42点,8,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,珍·重制·绣（御劲）,御劲提升42点,8,0,0,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,珍·重制·绣（化劲）,化劲提升42点,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,
365,珍·重制·绣（闪避）,闪避提升42点,8,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366,珍·重制·绣（外防）,外功防御提升42点,8,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
367,珍·重制·绣（内防）,内功防御提升42点,8,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,珍·重制·纹（体质）,体质提升42点,10,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,珍·重制·纹（招架）,招架提升42点,10,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,珍·重制·纹（御劲）,御劲提升42点,10,0,0,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,珍·重制·纹（化劲）,化劲提升42点,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,
372,珍·重制·纹（闪避）,闪避提升42点,10,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
373,珍·重制·纹（外防）,外功防御提升42点,10,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374,珍·重制·纹（内防）,内功防御提升42点,10,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,珍·重制·锻（外破）,外功破防等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
376,珍·重制·锻（内破）,内功破防等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
377,珍·重制·锻（加速）,加速提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0
378,珍·重制·锻（外命）,外功命中等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
379,珍·重制·锻（内命）,内功命中等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
380,珍·重制·锻（无双）,无双等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0
381,珍·重制·锻（根骨）,根骨提升31点,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
382,珍·重制·锻（身法）,身法提升31点,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383,珍·重制·锻（外会）,外功会心等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
384,珍·重制·锻（内会）,内功会心等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
385,珍·重制·铸（外破）,外功破防等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
386,珍·重制·铸（内破）,内功破防等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
387,珍·重制·铸（加速）,加速提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0
388,珍·重制·铸（外命）,外功命中等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
389,珍·重制·铸（内命）,内功命中等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
390,珍·重制·铸（无双）,无双等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0
391,珍·重制·铸（根骨）,根骨提升31点,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,珍·重制·铸（身法）,身法提升31点,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393,珍·重制·铸（外会）,外功会心等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
394,珍·重制·铸（内会）,内功会心等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
395,珍·重制·磨石（疗伤）,疗伤成效提升65点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,065,0,0,0,0,0,0,0,0,0,0,0,0
396,珍·重制·磨石（外伤）,外功攻击提升62点,11,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
397,珍·重制·磨石（内伤）,内功攻击提升75点,11,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
398,珍·重制·磨石（武伤）,武器伤害提升14点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,烨阳晶石·磨（体质）,体质提升42点,999,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,烨阳晶石·磨（御劲）,御劲提升42点,999,0,0,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,烨阳晶石·雕（体质）,体质提升42点,1,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,烨阳晶石·雕（化劲）,化劲提升42点,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,
403,烨阳晶石·刻（根骨）,根骨提升31点,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404,烨阳晶石·刻（力道）,力道提升31点,2,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,烨阳晶石·刻（元气）,元气提升31点,2,0,0,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,烨阳晶石·刻（身法）,身法提升31点,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407,烨阳晶石·刻（外伤）,外功攻击提升62点,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
408,烨阳晶石·刻（内伤）,内功攻击提升75点,2,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
409,烨阳晶石·刻（外命）,外功命中等级提升83点,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
410,烨阳晶石·刻（内命）,内功命中等级提升83点,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
