kungfu,index,name,description,icon,version,effectId
易筋经,1,涅果,“普渡四方”伤害提高10%。,4571,1.0.0.3931,
易筋经,1,心棍,“普渡四方”会心几率提高10%，会心效果提高10%。,434,1.0.0.3931,
易筋经,1,明法,“普渡四方”可叠加的“普渡”效果提高到3层。,446,1.0.0.3931,
易筋经,2,六识,“横扫六合”每命中一个目标，伤害提高20%。,434,1.0.0.3931,
易筋经,2,幻身,“横扫六合”若只命中一个目标，则在易筋经心法下伤害提高100%，在洗髓经心法下产生的威胁值提高100%。,2963,1.0.0.3931,
易筋经,2,抱残,“捕风式”命中目标使目标移动速度降低60%，持续12秒。,1510,1.0.0.3931,
易筋经,3,身意,“守缺式”会心几率提高10%，会心效果提高10%。,2967,1.0.0.3931,
易筋经,3,善心,施展“韦陀献杵”“拿云式”命中附带自身“横扫六合”持续伤害目标时能使持续伤害立即生效。,4535,1.0.0.3931,
易筋经,3,普心,“普渡四方”对目标6尺范围内额外2个目标造成伤害。,418,1.0.0.3931,
易筋经,3,抢珠式,打断目标运功，使其不能施展内功招式，持续4秒。,1509,1.0.0.3931,
易筋经,4,缩地,消耗禅那有50%几率使得下一次攻击附带阳性内功伤害。,4517,1.0.0.3931,
易筋经,4,空识,对被击晕或击倒目标造成的伤害提高20%。,419,1.0.0.3931,
易筋经,4,断灭,“韦陀献杵”命中目标后，对目标周围6尺范围内最多5个目标造成阳性内功伤害。伤害与消耗的禅那有关。该效果不受到“韦陀献杵”秘籍的影响。,2968,1.0.0.3931,
易筋经,4,固法,“舍身诀”施展后立刻重置自身“无相诀”的调息时间。,417,1.0.0.3931,
易筋经,5,降魔渡厄,3点禅那施展“韦陀献杵”“拿云式”附带“降魔”效果，使目标受到该招式25%的阳性内功伤害。,2964,1.0.0.3931,
易筋经,5,深行,“横扫六合”每多命中一个目标，调息时间降低1秒。,434,1.0.0.3931,
易筋经,5,静色,“捉影式”施展距离提高5尺，战斗状态下“捉影式”处于调息状态，4秒内未施展任何伤害招式，则使“捉影式”调息时间降低4秒。,7482,1.0.0.3931,
易筋经,5,自在,“韦陀献杵”“拿云式”命中目标后使目标获得“自在”效果，获得“自在”效果的玩家攻击带有反弹效果的玩家会强化目标的反弹效果，每层强化30%，持续18秒，可叠加三层。,2980,1.0.0.3931,
易筋经,6,狮啸,“大狮子吼”不再附带控制效果，生成一个半径10尺的阵法，使自身当前气血及气血最大值提高150%，阵法内的队友受到的伤害的99%传递给自身。少林自身不可移动，调息时间50秒。,430,1.0.0.3931,
易筋经,6,系珠,“擒龙诀”变为3层充能效果，30秒充能时间，其增益效果持续9秒。,7426,1.0.0.3931,
易筋经,6,缘断,“捉影式”变为2层充能技能且缩短目标被拉至自身位置所需时间，20秒充能时间。,2969,1.0.0.3931,
易筋经,6,金刚怒目,“罗汉金身”持续时间延长5秒，施展“罗汉金身”使自身内功基础攻击提高40%。,440,1.0.0.3931,
易筋经,7,净果,施展内功伤害招式有20%几率使自身无视目标气血百分比，可立刻施展“拿云式”。,4544,1.0.0.3931,
易筋经,7,无量波罗,“摩诃无量”招式有效距离提高4尺，击倒效果提高1秒，若成功控制目标使目标无法施展轻功持续5秒。,2974,1.0.0.3931,
易筋经,7,独觉,“锻骨诀”施展后使自身不受外功伤害影响，持续4秒。,421,1.0.0.3931,
易筋经,7,无色,“无相诀”调息时间降低20秒，不再附带减伤效果，反弹受到的70%伤害，效果不会被卸除，持续10秒。,2977,1.0.0.3931,
易筋经,8,明王身,基础气血上限提高20%。,2973,1.0.0.3931,
易筋经,8,妙法,“千斤坠”变为2层充能，施展“千斤坠”解除自身锁足、减速效果，自身不受招式控制（击退和被拉除外），持续4秒。,2968,1.0.0.3931,
易筋经,8,三生,每点禅那增加自身8%内功基础攻击。,4571,1.0.0.3931,
易筋经,8,清心,施展“舍身诀”，则召唤一尊佛像为目标承担伤害，最多可承受自身50%气血最大值，且每3秒卸除友方目标阳性、阴性、混元、毒性不利效果各两个。,442,1.0.0.3931,
易筋经,8,我闻,“横扫六合”调息时间降低3秒，会心几率提高10%，会心效果提高10%，持续伤害可以叠加3层。,12728,1.0.0.3931,
易筋经,9,无执,连续施展两次“龙爪功”后激活“拿云式”。,1508,1.0.0.3931,
易筋经,9,众嗔,施展“守缺式”、“韦陀献杵”、“拿云式”命中“横扫六合”持续伤害的目标伤害提高15%。,2972,1.0.0.3931,
易筋经,9,菩提身,“无相诀”施展后，自身每秒恢复2%气血最大值，期间自身受到伤害有50%几率解除自身受控效果，持续10秒。,11886,1.0.0.3931,
易筋经,9,尘息,“守缺式”使目标被疗伤效果减低25%，持续12秒，可叠加2层。,437,1.0.0.3931,
易筋经,9,诸行,“千斤坠”施展后使得接下来5次跳跃，落地短暂延迟后将会对6尺范围最多5个目标造成阳性内功伤害。,11885,1.0.0.3931,
易筋经,10,善护,当气血值低于70%时被攻击则获得“善护”气劲，使自身受到伤害降低20%，持续5秒。,4553,1.0.0.3931,
易筋经,10,缘觉,消耗三点禅那施展“拿云式”，施展距离提高至15尺并附带冲刺效果，造成伤害提高20%。,11884,1.0.0.3931,
易筋经,10,华香,“韦陀献杵”“拿云式”“守缺式”无视目标60%内功防御等级。,4526,1.0.0.3931,
易筋经,10,轮回诀,重伤倒地后方可施展，救治自身并使自身恢复15%(点)气血值最大值与15%(点)内力最大值，重伤起身后4秒内受到的伤害降低80%。,444,1.0.0.3931,
易筋经,10,善法,“无相诀”持续期间，自身受到伤害超过20%最大气血值时，降低“无相诀”10秒调息时间。,14120,1.0.0.3931,
易筋经,11,明澈,施展“擒龙诀”，自身“禅意”将守护自身，“禅意”会每1秒对10尺范围的一个目标造成阳性内功伤害，并会优先以攻击自身的目标作为对象。且当“禅意”和自身攻击同一个对象时，“禅意”的该次攻击会变成4尺范围的伤害和减速效果。“禅意”持续10秒。,11889,1.0.0.3931,
易筋经,11,五识,“罗汉金身”反弹效果提高50%，效果期间受到伤害有10%几率使自身回复5%气血最大值。,7432,1.0.0.3931,
易筋经,11,佛果,“罗汉金身”效果期间施展伤害招式有30%几率使自身下一个招式伤害提高30%，并顺势挥棍对自身前方6尺扇形区域最多6个敌对目标造成一次额外伤害。,7485,1.0.0.3931,
易筋经,11,灵越,“罗汉金身”效果期间使自身不受减速效果影响，受到伤害有15%几率使攻击者倒地3秒。,7459,1.0.0.3931,
易筋经,11,趺坐,“罗汉金身”效果持续期间，自身被外功伤害命中时，会心几率提高1%，御劲提高3%，持续6秒，最多叠加5层。,14123,1.0.0.3931,
易筋经,12,非梵,“舍身诀”减伤效果提高至50%，若效果期间自身血量低于1%则自身化为舍利子，可被攻击，持续5秒，5秒内若舍利子未被打破则回复自身20%气血最大值与20%内力最大值，若打破则死亡。,7472,1.0.0.3931,
易筋经,12,意相,自身气血值每低于10%，施展“无相诀”获得的减伤效果持续时间增加1秒，减伤效果增加5%，减伤效果最多增加至90%。,422,1.0.0.3931,
易筋经,12,临捕,受到任何伤害导致自身气血值低于40%，立刻重置“无相诀”调息时间，该效果最多每3分钟触发一次。,7450,1.0.0.3931,
易筋经,12,二业依缘,使自身在“袈裟”“伏魔”状态下切换解除受控效果并免疫控制效果（击退和被拉除外）持续3秒：\n“袈裟”状态下受到所有伤害降低10%，受到治疗效果提高10%；\n“伏魔”状态下移动速度提高10%，自身伤害提高10%，威胁值降低20%。,7496,1.0.0.3931,
易筋经,12,醍醐灌顶,主动技能，免疫控制，持续4秒，自身和禅灵都挥棍对自身前方12尺范围最多5个目标造成阳性内功伤害，两段伤害均命中的每个目标眩晕2秒并降低自身“千斤坠”3秒调息时间。,13423,1.0.0.3931,
洗髓经,1,因果,“普渡四方”附带20%的额外威胁值。,4562,1.0.0.3931,
洗髓经,1,不垢,受到攻击有30%几率提高自身基础气血2%，持续20秒，最多叠加10层。,2961,1.0.0.3931,
洗髓经,1,普心,“普渡四方”对目标6尺范围内额外2个目标造成伤害。,418,1.0.0.3931,
洗髓经,2,大明,3点禅那施展“韦陀献杵”命中目标后，自身受到下两次攻击的伤害降低30%，持续6秒。,419,1.0.0.3931,
洗髓经,2,幻身,“横扫六合”若只命中一个目标，则在易筋经心法下伤害提高100%，在洗髓经心法下产生的威胁值提高100%。,2963,1.0.0.3931,
洗髓经,2,取法,被疗伤招式命中后，若自身气血值高于60%，则自身被疗伤成效提高2%，持续10秒，可以叠加10层。,4499,1.0.0.3931,
洗髓经,3,执迷不返,“摩诃无量”释放距离提高4尺，调息时间降低5秒，附带大量威胁值，并强制目标攻击少林自身。,423,1.0.0.3931,
洗髓经,3,无尘,“横扫六合”每命中一个目标，使自身受到伤害降低6%，可叠加5层，持续6秒。,3447,1.0.0.3931,
洗髓经,3,大觉,“横扫六合”命中目标后，自身的气血上限提高20%，持续5秒。,433,1.0.0.3931,
洗髓经,3,抢珠式,打断目标运功，使其不能施展内功招式，持续4秒。,1509,1.0.0.3931,
洗髓经,4,缩地,消耗禅那有50%几率使得下一次攻击附带阳性内功伤害。,4517,1.0.0.3931,
洗髓经,4,固法,“舍身诀”施展后立刻重置自身“无相诀”的调息时间。,417,1.0.0.3931,
洗髓经,4,断灭,“韦陀献杵”命中目标后，对目标周围6尺范围内最多5个目标造成阳性内功伤害。伤害与消耗的禅那有关。该效果不受到“韦陀献杵”秘籍的影响。,2968,1.0.0.3931,
洗髓经,4,归去来棍,对20尺内的单一目标及其周围2个目标造成200%武器伤害，以及额外的阳性内功伤害，产生大量威胁并强制目标攻击自身。,2962,1.0.0.3931,
洗髓经,5,色空体,反弹受到的15%伤害。,416,1.0.0.3931,
洗髓经,5,禅语,“大狮子吼”施展后，使团队成员气血上限提高20%，持续15秒。,4526,1.0.0.3931,
洗髓经,5,生缘,内功和外功防御等级提高20%。,2971,1.0.0.3931,
洗髓经,5,深行,“横扫六合”每多命中一个目标，调息时间降低1秒。,434,1.0.0.3931,
洗髓经,6,离境,战斗状态中，若自身气血值大于80%，则造成的威胁值提高30%。,2969,1.0.0.3931,
洗髓经,6,涅果,“普渡四方”使下一招威胁值提高30%，并获得一点禅那。,4571,1.0.0.3931,
洗髓经,6,不动,施展“无相诀”后，不受任何伤害，也无法行动，持续2秒。,2972,1.0.0.3931,
洗髓经,6,立地成佛,需禅那点，对目标造成大量威胁，最少一点禅那使周围5尺内最多5个目标每层内功防御等级降低1%，最多三点禅那使周围5尺内最多5个目标每层内功防御等级降低3%，此效果最多可叠五层，持续20秒。,420,1.0.0.3931,
洗髓经,7,不畏,“般若诀”调息时间提高到15秒，施展后使自身受到的内功伤害降低30%，外功防御等级提高30%，持续15秒。,9539,1.0.0.3931,
洗髓经,7,狮啸,“大狮子吼”不再附带控制效果，生成一个半径10尺的阵法，使自身当前气血及气血最大值提高150%，阵法内的队友受到的伤害的99%传递给自身。少林自身不可移动，调息时间50秒。,430,1.0.0.3931,
洗髓经,7,天龙音,“大狮子吼”附带大量威胁值并使团队所有成员回复3%气血最大值。,430,1.0.0.3931,
洗髓经,7,无色,“无相诀”调息时间降低20秒，不再附带减伤效果，反弹受到的70%伤害，效果不会被卸除，持续10秒。,2977,1.0.0.3931,
洗髓经,8,明王身,基础气血上限提高20%。,2973,1.0.0.3931,
洗髓经,8,千钧,“千斤坠”每命中一个目标，自身内功和外功防御等级提高5%，可叠加3层，持续6秒。,4553,1.0.0.3931,
洗髓经,8,禅临,施展“千斤坠”使得目标强制攻击自身，持续3秒。,4499,1.0.0.3931,
洗髓经,8,清心,施展“舍身诀”，则召唤一尊佛像为目标承担伤害，最多可承受自身50%气血最大值，且每3秒卸除友方目标阳性、阴性、混元、毒性不利效果各两个。,442,1.0.0.3931,
洗髓经,8,明法,“普渡四方”可叠加的“普渡”效果提高到3层。,446,1.0.0.3931,
洗髓经,9,无量,受到伤害有50%几率回复自身5%内力，每3秒最多触发1次。,2976,1.0.0.3931,
洗髓经,9,明心,受到攻击使自身气血低于40%，立即回复20%气血并使自身基础气血上限提高20%，持续10秒，每40秒触发1次。,4535,1.0.0.3931,
洗髓经,9,贞护,“大狮子吼”命中后自身受到的伤害降低15%，持续8秒。,435,1.0.0.3931,
洗髓经,9,心执,受到攻击使自身气血值低于40%，则该次伤害降低20%。,2964,1.0.0.3931,
洗髓经,9,诸行,“千斤坠”施展后使得接下来5次跳跃，落地短暂延迟后将会对6尺范围最多5个目标造成阳性内功伤害。,11885,1.0.0.3931,
洗髓经,10,舍利心,受到攻击后若气血值低于40%，则自身被疗伤成效提高20%，当气血值高于40%时该效果维持8秒后消失。,3418,1.0.0.3931,
洗髓经,10,真如,施展“无相诀”使自身气血上限提高20%，并立即回复自身20%的气血，随后每秒恢复2%气血，持续10秒。,2979,1.0.0.3931,
洗髓经,10,镇魔,“大狮子吼”命中目标后，最少1点禅那使目标的攻击降低5%，最多3点禅那使目标的攻击降低15%，持续6秒。,2975,1.0.0.3931,
洗髓经,10,轮回诀,重伤倒地后方可施展，救治自身并使自身恢复15%(点)气血值最大值与15%(点)内力最大值，重伤起身后4秒内受到的伤害降低80%。,444,1.0.0.3931,
洗髓经,10,七宝,“洗髓经”心法也可以施展“拿云式”。,428,1.0.0.3931,
洗髓经,11,意相,自身气血值每低于10%，施展“无相诀”获得的减伤效果持续时间增加1秒，减伤效果增加5%，减伤效果最多增加至90%。,422,1.0.0.3931,
洗髓经,11,禅慧,“罗汉金身”效果期间自身体质的20%转换为阳性内功攻击且受到伤害有10%几率使自身回复5%气血最大值。,13419,1.0.0.3931,
洗髓经,11,慧致,施展“擒龙诀”，每秒使自身基础内外功防御等级提高3%，持续10秒。,445,1.0.0.3931,
洗髓经,11,独觉,“锻骨诀”施展后使自身不受外功伤害影响，持续4秒。,421,1.0.0.3931,
洗髓经,11,大善,3点禅那施展“韦陀献杵”，使得自身“破招”提高10%，此效果持续15秒，最多叠加5层。,419,1.0.0.3931,
洗髓经,12,非梵,“舍身诀”减伤效果提高至50%，若效果期间自身血量低于1%则自身化为舍利子，可被攻击，持续5秒，5秒内若舍利子未被打破则回复自身20%气血最大值与20%内力最大值，若打破则死亡。,7472,1.0.0.3931,
洗髓经,12,佛果,“舍身诀”效果期间，目标受到伤害有50%几率为自身回复5%气血最大值。,417,1.0.0.3931,
洗髓经,12,摩咭,“无相诀”减伤效果结束时若自身气血值仍低于50%，回复自身20%气血值，并额外获得80%减伤效果，持续3秒。,422,1.0.0.3931,
洗髓经,12,舍身弘法,可对团队成员施展，使其内外功基础攻击力、基础疗伤成效提高30%，承担其受到的所有伤害，且期间目标造成的仇恨值全部转移到自身，并使自身气血最大值提高20%，持续20秒。,7509,1.0.0.3931,
洗髓经,12,醍醐灌顶,主动技能，免疫控制，持续4秒，自身和禅灵都挥棍对自身前方12尺范围最多5个目标造成阳性内功伤害，两段伤害均命中的每个目标眩晕2秒并降低自身“千斤坠”3秒调息时间。,13423,1.0.0.3931,
问水诀,1,烧石,“夕照雷峰”伤害提高10%。,4559,1.0.0.3931,
问水诀,1,淘尽,“夕照雷峰”会心提高10%，会心效果提高10%。,2379,1.0.0.3931,
问水诀,1,风吹荷,强制目标攻击自身并使自身闪避几率提高60%，持续3秒。,2390,1.0.0.3931,
问水诀,2,绝顶,“云飞玉皇”的伤害提高10%。,2370,1.0.0.3931,
问水诀,2,清风,“云飞玉皇”的会心几率提高10%，会心效果提高10%。,4514,1.0.0.3931,
问水诀,2,峰聚,“玉泉鱼跃”锁足时间提高2秒，每次额外回复10点剑气。,2910,1.0.0.3931,
问水诀,3,夜雨,“夕照雷峰”会心后使自身下一个“云飞玉皇”无需运功。,2923,1.0.0.3931,
问水诀,3,遥看,“夕照雷锋”可对目标半径8尺内额外4个目标造成伤害。,2372,1.0.0.3931,
问水诀,3,龙池,“听雷”会心几率提高10%，会心效果提高10%。,2363,1.0.0.3931,
问水诀,3,惊涛,消耗10点剑气，对其造成外功伤害，附加额外200%武器伤害，并使目标移动速度降低50%，持续12秒。“山居剑意”下施展使目标定身3秒。,2365,1.0.0.3931,
问水诀,4,景行,“九溪弥烟”调息时间增加至24秒，施展九溪弥烟后，会在原地产生4尺“剑泽”效果，“剑泽”内敌对目标移动速度降低80%，持续过程中每1秒对范围内的5个目标造成伤害，持续24秒。,9532,1.0.0.3931,
问水诀,4,日出,“山居剑意”下“听雷”有3秒的调息时间，会心则获得5点剑气，并一定触发“断潮”效果。,2908,1.0.0.3931,
问水诀,4,夜风,“风来吴山”站立状态下伤害提高20%。,2917,1.0.0.3931,
问水诀,4,摘星,“平湖断月”可以在基础调息时间中施展，施展距离提高5尺，命中运功中的目标使其眩晕3秒。,2591,1.0.0.3931,
问水诀,5,映波锁澜,“山居剑意”下施展“听雷”命中目标后使自身下一次外功招式会心几率及招式伤害提高15%。,2913,1.0.0.3931,
问水诀,5,君子,“莺鸣柳”不再充能，调息时间降低至50秒。,11876,1.0.0.3931,
问水诀,5,气爽,“泉凝月”每点身法化解的伤害提高一倍。,4550,1.0.0.3931,
问水诀,5,造化,剑气低于50点施展“夕照雷锋”“云飞玉皇”，剑气消耗降低2点，招式伤害提高25%。,2914,1.0.0.3931,
问水诀,6,雷音,“梦泉虎跑”期间，施展“听雷”可以额外触发一次伤害。,2363,1.0.0.3931,
问水诀,6,云台,“鹤归孤山”不再消耗剑气，伤害提高30%，命中目标则击倒3秒。,11874,1.0.0.3931,
问水诀,6,怜光,“梦泉虎跑”不再附带减伤效果，“山居剑意”下所有招式伤害提高10% 。,2917,1.0.0.3931,
问水诀,6,云体,“梦泉虎跑”期间减伤效果提高35%。,2387,1.0.0.3931,
问水诀,7,层云,“风来吴山”调息时间降低30秒，施展期间，无需自身旋转，而是使剑芒在自身当前位置维持，并可以通过“峰插云景”将其击退。,2911,1.0.0.3931,
问水诀,7,踏雪寻梅,“问水诀”下施展“听雷”后获得1层“声趣”效果，每层效果使下一次“夕照雷峰”会心几率和会心效果提高15%且不需要运功，最多叠加3层，持续12秒。,2906,1.0.0.3931,
问水诀,7,山色,“风来吴山”持续时间降低1.5秒，只能攻击3个目标，攻击频率提高25%。,11877,1.0.0.3931,
问水诀,7,凭风,“问水诀”下施展“啸日”，自身每秒回复1%气血最大值，持续10秒。,7206,1.0.0.3931,
问水诀,8,长致,“风来吴山”剑气消耗提高到80点，“风来吴山”结束时，会形成6尺风场，风场会将周围5个玩家吹起并漂浮在空中，漂浮中的玩家不会受到任何招式影响，风场持续8秒。,9531,1.0.0.3931,
问水诀,8,梅隐香,施展“啸日”后，使自身周围20尺内的小队成员体会剑中之境，外功会心效果提高5%，持续1分钟。,2392,1.0.0.3931,
问水诀,8,斩岳,“峰插云景”施展距离提高2尺，不再消耗剑气，成功命中目标则立刻重置“云飞玉皇”“鹤归孤山”调息时间。,4496,1.0.0.3931,
问水诀,8,厌高,“夕照雷峰”“云飞玉皇”招式会心后触发“断潮”效果的几率提升为100%。,2912,1.0.0.3931,
问水诀,8,云石,“鹤归孤山”不再位移，会心提高10%，会心效果提高30%，对原地造成伤害和控制效果。,13379,1.0.0.3931,
问水诀,9,叠泉,“泉凝月”期间，自身受到的伤害降低20%，化解量衰减速度降低一倍。,2391,1.0.0.3931,
问水诀,9,山重水复,“风来吴山”每命中一个目标减少5秒调息时间并恢复自身3%气血最大值，该效果最多作用10次。,2375,1.0.0.3931,
问水诀,9,雾锁,“夕照雷锋”命中目标使自身无视目标50%外功防御等级，持续5秒。,4577,1.0.0.3931,
问水诀,9,霞流宝石,立即对周围6尺内的最多10个目标均造成外功伤害并卸除其阳性、混元性、阴性、毒性气劲各一个，附加额外100%武器伤害，并使其4秒内无法使用武器。,2373,1.0.0.3931,
问水诀,9,桂雨,施展“啸日”切换至“问水诀”时，自身身法提高30%，持续15秒。该气劲只可在“问水诀”心法下维持。,13378,1.0.0.3931,
问水诀,10,碧归,“风来吴山”不再消耗剑气，每命中一个目标回复5点剑气并使目标移动速度降低30%，持续5秒。,4568,1.0.0.3931,
问水诀,10,残雪,“莺鸣柳”持续期间额外提高自身15%基础外功攻击。,2389,1.0.0.3931,
问水诀,10,片玉,受到攻击导致自身气血值低于1%，立刻回复20%气血，并消耗自身所有剑气，每点剑气回复自身0.2%气血最大值，该效果最多150秒触发一次。,7239,1.0.0.3931,
问水诀,10,冰天,“云栖松”期间成功闪避后使下一次“夕照雷锋”无需运功，持续5秒。,4532,1.0.0.3931,
问水诀,10,岫烟,对定身、眩晕、击倒的目标造成伤害提高15%。,14077,1.0.0.3931,
问水诀,11,如风,“问水诀”下施展“啸日”使自身加速率提高8%，威胁值降低10%，持续10秒，且任何外功招式会心都会使该效果持续时间延长5秒，该效果仅在“山居剑意”下维持。,7419,1.0.0.3931,
问水诀,11,探梅,若目标为队友，解除其受到的控制效果（击倒除外）并使其3秒内免疫控制效果（被拉除外），且受到伤害降低30%，使目标威胁值提高40%，自身威胁值降低40%，同时目标和自身移动速度提高20%，持续10秒，若目标为敌人，则对目标的目标施展。,2367,1.0.0.3931,
问水诀,11,浮云,“风来吴山”连续命中目标5次后则会将目标武器卷飞，使目标无法使用武器，持续2秒。,2374,1.0.0.3931,
问水诀,11,逍遥,“山居剑意”下自身控制招式持续效果（减速除外）提高1秒。,12721,1.0.0.3931,
问水诀,11,雾腾,施展“听雷”，降低自身“泉凝月”1秒调息时间。,14075,1.0.0.3931,
问水诀,12,乘云,“云栖松”效果期间，每次成功闪避，回复自身4%气血和5%剑气，最多作用7次。,2364,1.0.0.3931,
问水诀,12,孤鸾,“风来吴山”会心几率提高10%，会心效果提高10%。,7489,1.0.0.3931,
问水诀,12,辟寒,“泉凝月”每提前1秒消失，技能调息时间降低0.5秒。,7480,1.0.0.3931,
问水诀,12,松舍问霞,重击20尺内的敌对目标，对其造成200%武器伤害外加外功伤害，会心后附带“断潮”效果。若目标距离自身8尺外则附带冲刺效果，命中高度高于8尺的目标时，造成伤害提高20%并将其直接击落，使其击倒3秒，若成功击落目标，可在3秒内施展“松舍问霞·跃”追击攻击目标。,7502,1.0.0.3931,
问水诀,12,飞来闻踪,“山居剑意”下可以施展，召唤5个可以被攻击的剑魂，自身原地持剑持续运功，与剑魂产生共鸣，每秒获得15点剑气，期间自身免疫打退、打断，受到伤害降低50%，持续4秒。每一把剑魂完整完成共鸣后，都将为自身累加7秒“闻踪”效果，会心几率提高10%，断潮伤害提高30%。,14073,1.0.0.3931,
焚影圣诀,1,无幽不烛,“赤日轮”、“幽月轮”的伤害提高10%。,3826,1.0.0.3931,
焚影圣诀,1,腾焰飞芒,“烈日斩”“银月斩”会心几率提高10%，会心效果提高10%。,3825,1.0.0.3931,
焚影圣诀,1,血泪成悦,造成伤害的10%转化为自身气血。,3819,1.0.0.3931,
焚影圣诀,2,日月凌天,“赤日轮”、“幽月轮”获得的日灵、月魂提高20%。,3831,1.0.0.3931,
焚影圣诀,2,无往不复,“烈日斩”、“银月斩”会心后获得的日灵、月魂提高50%。,3827,1.0.0.3931,
焚影圣诀,2,净身明礼,“烈日斩”“银月斩”伤害提高25%，命中目标，对目标周围6尺的5个目标造成伤害。该伤害不会受到“烈日斩”“银月斩”秘籍的影响。,3793,1.0.0.3931,
焚影圣诀,3,燎原烈火,消耗满日或满月后，移动速度提高40%，持续8秒。,3835,1.0.0.3931,
焚影圣诀,3,洞若观火,“烈日斩”或者消耗“满日”后立即对周围8尺的5个目标造成阳性内功伤害，施展“银月斩”或者消耗“满月”则造成阴性内功伤害。,3837,1.0.0.3931,
焚影圣诀,3,诛邪镇魔,6秒内交替使用“净世破魔击·日”和“净世破魔击·月”后将可施展“诛邪镇魔”，。,11829,1.0.0.3931,
焚影圣诀,3,寒月耀,对目标及目标周围8尺范围内最多6个敌对目标造成阴性内功伤害并打断目标运功，成功打断后使目标4秒内无法施展内功招式，每击中一个目标获得10点月魂。,3787,1.0.0.3931,
焚影圣诀,4,无明业火,在目标背后施展伤害招式则自身会心几率提高15%，会心效果提高15%。,3836,1.0.0.3931,
焚影圣诀,4,光影,施展“幻光步”，解除自身“无法施展内功招式”效果影响，并不会受到此效果影响，持续3秒。,4173,1.0.0.3931,
焚影圣诀,4,善法肉身,“净世破魔击·日”的范围扩大到360度；“净世破魔击·月”可以解除自身锁足减速不利效果。,4515,1.0.0.3931,
焚影圣诀,4,无间影狱,施展“流光囚影”后使敌对目标锁足3秒。,3829,1.0.0.3931,
焚影圣诀,5,明光恒照,在目标背后施展“赤日轮”或“幽月轮”命中目标后，将获得“明光”气劲，每层提高阴性基础攻击力、阳性基础攻击力4%，最多叠加6层，持续30秒。,3825,1.0.0.3931,
焚影圣诀,5,恶秽满路,“驱夜断愁”在目标背后施展时，使目标无法使用轻功，持续3秒。,4578,1.0.0.3931,
焚影圣诀,5,烈血灼芒,施展“暗尘弥散”，使自身下一个“驱夜断愁”标记目标玩家，持续6秒，结束后对目标造成标记期间受到伤害的20%的额外伤害。,3805,1.0.0.3931,
焚影圣诀,5,业海罪缚,“驱夜断愁”在目标背后施展时，造成伤害的50%转化为自身气血。,3804,1.0.0.3931,
焚影圣诀,6,辉耀红尘,“净世破魔击·日”：命中目标后有100%几率使目标灼烧，使目标每2秒受到30点阳性内功伤害，持续10秒。\n“净世破魔击·月”：命中目标后获得20点日灵。,3843,1.0.0.3931,
焚影圣诀,6,秽身浴露,“贪魔体”施展后卸除自身所有混元、阳性、阴性、毒性及持续伤害不利效果，效果期间每秒回复3%气血。,3832,1.0.0.3931,
焚影圣诀,6,贪魔伐罪,“贪魔体”的减伤效果减少到40%，充能时间降低10秒，效果期间每0.6秒对周围8尺范围的5个目标造成阴性内功伤害，若在“明尊琉璃体”内功下，强制目标攻击自身。,3844,1.0.0.3931,
焚影圣诀,6,秽孽如形,“驱夜断愁”在目标背后施展时，立刻降低“怖畏暗刑”6秒调息时间。,3794,1.0.0.3931,
焚影圣诀,7,日月同辉,在目标背后施展“赤日轮”或者“幽月轮”命中后，有100%几率获得“日月灵魂”气劲，最多叠加6层，持续15秒。叠满6层后明教进入“日月同辉”状态，在此状态下，“净世破魔击”伤害提高30%，消耗满日后将立即获得满月，消耗满月后将立即获得满日，此效果只生效2次。,3834,1.0.0.3931,
焚影圣诀,7,超凡入圣,施展“驱夜断愁”后使下一次“净世破魔击”伤害提高20%。,3823,1.0.0.3931,
焚影圣诀,7,极本溯源,“贪魔体”效果期间自身移动速度提高30%周围8尺内的5个目标移动速度降低90%，“贪魔体”效果消失时重置“流光囚影”的调息时间。,3841,1.0.0.3931,
焚影圣诀,7,善恶如梦,施展“生死劫”，同时使目标受到“生死劫·日”和“生死劫·月”的效果。,3867,1.0.0.3931,
焚影圣诀,8,用晦而明,在目标背后施展伤害招式无视目标50%的内功防御。,3846,1.0.0.3931,
焚影圣诀,8,明齐日月,在自身范围内生成8尺“羁影”效果，效果持续期间范围内自身被命中的几率降低35%，最多4名敌对玩家目标招式命中降低35%且持续期间视觉会产生影响，效果持续6秒。,11833,1.0.0.3931,
焚影圣诀,8,清净众生,“暗尘弥散”调息时间降低5秒，重伤玩家目标后立刻重置技能调息时间。,4220,1.0.0.3931,
焚影圣诀,8,幽隐尘迹,“净世破魔击·日”无视命中目标数量，直接造成最大伤害。,3824,1.0.0.3931,
焚影圣诀,8,五明乐见,“光明相”调息时间降低5秒，效果提高至3次。,13403,1.0.0.3931,
焚影圣诀,9,天地诛戮,施展“驱夜断愁”后自身的内功基础攻击提高10%，威胁值降低30%，造成伤害的10%转化成自身气血，持续20秒。,3830,1.0.0.3931,
焚影圣诀,9,火舞长空,“贪魔体”效果消失时，自身受到的伤害降低40%，持续4秒。,3838,1.0.0.3931,
焚影圣诀,9,圣法光明,“光明相”施展后获得“圣法光明”气劲，持续10秒。每秒解除自身控制效果，若成功解除，则自身下次攻击附带该效果。,4533,1.0.0.3931,
