P_ID,uiId,iconID,name,menpai,xinfa,type,quality,score,body,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,texiao,xiangqian,strengthen,dropSource
35178,副本,4249,韦圣链,0,2,0,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,212,212,0,0,,1D03,6,"/副本·英雄泥兰洞天: 康成辩/副本·白帝水宫: 慕容绿珠/副本·英雄天泣林: 看舞/副本·直城门: 牛介平/副本·光明顶秘道: 辛然、吴颖莲/副本·英雄无量宫: 桃谷六仙/副本·英雄剑冢: 叶凌烈/副本·英雄灵霄峡: 慧钟/副本·英雄日轮山城: /副本·英雄天子峰: 程傲/副本·荻花宫前山: //掉落: ,辛然、吴颖莲,桃谷六仙,,慧钟,程傲,康成辩,叶凌烈,牛介平,慕容绿珠,看舞,宝箱"
35179,副本,4249,边年链,0,4,0,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,212,212,0,0,,1D03,6,"/副本·英雄泥兰洞天: 康成辩/副本·白帝水宫: 慕容绿珠/副本·英雄天泣林: 看舞/副本·直城门: 牛介平/副本·光明顶秘道: 辛然、吴颖莲/副本·英雄无量宫: 桃谷六仙/副本·英雄剑冢: 叶凌烈/副本·英雄灵霄峡: 慧钟/副本·英雄日轮山城: /副本·英雄天子峰: 程傲/副本·荻花宫前山: //掉落: ,辛然、吴颖莲,桃谷六仙,,慧钟,程傲,康成辩,叶凌烈,牛介平,慕容绿珠,看舞,宝箱"
35180,副本,4249,允物链,0,5,0,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,212,212,0,0,,1D03,6,"/副本·英雄泥兰洞天: 康成辩/副本·白帝水宫: 慕容绿珠/副本·英雄天泣林: 看舞/副本·直城门: 牛介平/副本·光明顶秘道: 辛然、吴颖莲/副本·英雄无量宫: 桃谷六仙/副本·英雄剑冢: 叶凌烈/副本·英雄灵霄峡: 慧钟/副本·英雄日轮山城: /副本·英雄天子峰: 程傲/副本·荻花宫前山: //掉落: ,辛然、吴颖莲,桃谷六仙,,慧钟,程傲,康成辩,叶凌烈,牛介平,慕容绿珠,看舞,宝箱"
35181,副本,4249,画莺链,0,6,0,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,,1D00,6,"/副本·英雄泥兰洞天: 康成辩/副本·白帝水宫: 慕容绿珠/副本·英雄天泣林: 看舞/副本·直城门: 牛介平/副本·光明顶秘道: 辛然、吴颖莲/副本·英雄无量宫: 桃谷六仙/副本·英雄剑冢: 叶凌烈/副本·英雄灵霄峡: 慧钟/副本·英雄日轮山城: /副本·英雄天子峰: 程傲/副本·荻花宫前山: //掉落: ,辛然、吴颖莲,桃谷六仙,,慧钟,程傲,康成辩,叶凌烈,牛介平,慕容绿珠,看舞,宝箱"
35182,副本,4249,停云链,0,7,0,2300,2070,414,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,212,106,0,0,,1D03,6,"/副本·英雄泥兰洞天: 康成辩/副本·白帝水宫: 慕容绿珠/副本·英雄天泣林: 看舞/副本·直城门: 牛介平/副本·光明顶秘道: 辛然、吴颖莲/副本·英雄无量宫: 桃谷六仙/副本·英雄剑冢: 叶凌烈/副本·英雄灵霄峡: 慧钟/副本·英雄日轮山城: /副本·英雄天子峰: 程傲/副本·荻花宫前山: //掉落: ,辛然、吴颖莲,桃谷六仙,,慧钟,程傲,康成辩,叶凌烈,牛介平,慕容绿珠,看舞,宝箱"
35183,副本,1211,乞兴佩,0,3,1,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,212,212,0,0,,1D31,6,/副本·英雄泥兰洞天: 源明信/副本·白帝水宫: 宫天蝉/副本·英雄天泣林: /副本·直城门: 阿史那承庆/副本·英雄一线天: 宁毅/副本·英雄无量宫: 濯尘/副本·英雄剑冢: 叶昊天/副本·英雄灵霄峡: 千叶佛像/副本·英雄天子峰: 道衍/副本·日轮山城: /副本·荻花宫前山: 
35184,副本,1211,韦圣佩,0,2,1,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,212,212,0,0,,1D38,6,/副本·英雄泥兰洞天: 源明信/副本·白帝水宫: 宫天蝉/副本·英雄天泣林: /副本·直城门: 阿史那承庆/副本·英雄一线天: 宁毅/副本·英雄无量宫: 濯尘/副本·英雄剑冢: 叶昊天/副本·英雄灵霄峡: 千叶佛像/副本·英雄天子峰: 道衍/副本·日轮山城: /副本·荻花宫前山: 
35185,副本,1211,边年佩,0,4,1,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,212,212,0,0,,1D21,6,/副本·英雄泥兰洞天: 源明信/副本·白帝水宫: 宫天蝉/副本·英雄天泣林: /副本·直城门: 阿史那承庆/副本·英雄一线天: 宁毅/副本·英雄无量宫: 濯尘/副本·英雄剑冢: 叶昊天/副本·英雄灵霄峡: 千叶佛像/副本·英雄天子峰: 道衍/副本·日轮山城: /副本·荻花宫前山: 
35186,副本,1211,允物佩,0,5,1,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,212,212,0,0,,1D21,6,/副本·英雄泥兰洞天: 源明信/副本·白帝水宫: 宫天蝉/副本·英雄天泣林: /副本·直城门: 阿史那承庆/副本·英雄一线天: 宁毅/副本·英雄无量宫: 濯尘/副本·英雄剑冢: 叶昊天/副本·英雄灵霄峡: 千叶佛像/副本·英雄天子峰: 道衍/副本·日轮山城: /副本·荻花宫前山: 
35187,副本,1211,画莺佩,0,6,1,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,,1D39,6,/副本·英雄泥兰洞天: 源明信/副本·白帝水宫: 宫天蝉/副本·英雄天泣林: /副本·直城门: 阿史那承庆/副本·英雄一线天: 宁毅/副本·英雄无量宫: 濯尘/副本·英雄剑冢: 叶昊天/副本·英雄灵霄峡: 千叶佛像/副本·英雄天子峰: 道衍/副本·日轮山城: /副本·荻花宫前山: 
35188,副本,1211,停云佩,0,7,1,2300,2070,414,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,,1D42,6,/副本·英雄泥兰洞天: 源明信/副本·白帝水宫: 宫天蝉/副本·英雄天泣林: /副本·直城门: 阿史那承庆/副本·英雄一线天: 宁毅/副本·英雄无量宫: 濯尘/副本·英雄剑冢: 叶昊天/副本·英雄灵霄峡: 千叶佛像/副本·英雄天子峰: 道衍/副本·日轮山城: /副本·荻花宫前山: 
35189,副本,1229,乞兴戒,0,3,2,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,446,0,212,0,0,0,,,6,/副本·英雄迷渊岛: 姜仇封/副本·银雾湖: 哈桑/副本·英雄引仙水榭: /副本·雁门关之役: 中田海/副本·英雄华清宫: 尹素颜/副本·唐门密室: 柳惊涛/副本·英雄毒神殿: 宝箱/副本·英雄风雨稻香村: 卢元霸/副本·英雄空雾峰: 夕罗双/副本·天子峰: 孙敬萧/副本·日轮山城: 
35190,副本,1229,韦圣戒,0,2,2,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,446,0,212,0,0,0,,,6,/副本·英雄迷渊岛: 姜仇封/副本·银雾湖: 哈桑/副本·英雄引仙水榭: /副本·雁门关之役: 中田海/副本·英雄华清宫: 尹素颜/副本·唐门密室: 柳惊涛/副本·英雄毒神殿: 宝箱/副本·英雄风雨稻香村: 卢元霸/副本·英雄空雾峰: 夕罗双/副本·天子峰: 孙敬萧/副本·日轮山城: 
35191,副本,1229,边年戒,0,4,2,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,446,0,212,0,0,0,,,6,/副本·英雄迷渊岛: 姜仇封/副本·银雾湖: 哈桑/副本·英雄引仙水榭: /副本·雁门关之役: 中田海/副本·英雄华清宫: 尹素颜/副本·唐门密室: 柳惊涛/副本·英雄毒神殿: 宝箱/副本·英雄风雨稻香村: 卢元霸/副本·英雄空雾峰: 夕罗双/副本·天子峰: 孙敬萧/副本·日轮山城: 
35192,副本,1229,允物戒,0,5,2,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,446,0,212,0,0,0,,,6,/副本·英雄迷渊岛: 姜仇封/副本·银雾湖: 哈桑/副本·英雄引仙水榭: /副本·雁门关之役: 中田海/副本·英雄华清宫: 尹素颜/副本·唐门密室: 柳惊涛/副本·英雄毒神殿: 宝箱/副本·英雄风雨稻香村: 卢元霸/副本·英雄空雾峰: 夕罗双/副本·天子峰: 孙敬萧/副本·日轮山城: 
35193,副本,1229,画莺戒,0,6,2,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,,,6,/副本·英雄迷渊岛: 姜仇封/副本·银雾湖: 哈桑/副本·英雄引仙水榭: /副本·雁门关之役: 中田海/副本·英雄华清宫: 尹素颜/副本·唐门密室: 柳惊涛/副本·英雄毒神殿: 宝箱/副本·英雄风雨稻香村: 卢元霸/副本·英雄空雾峰: 夕罗双/副本·天子峰: 孙敬萧/副本·日轮山城: 
35194,副本,1229,停云戒,0,7,2,2300,2070,414,0,0,0,0,0,0,0,0,0,53,265,0,0,0,0,0,0,0,0,0,212,0,106,0,0,,,6,/副本·英雄迷渊岛: 姜仇封/副本·银雾湖: 哈桑/副本·英雄引仙水榭: /副本·雁门关之役: 中田海/副本·英雄华清宫: 尹素颜/副本·唐门密室: 柳惊涛/副本·英雄毒神殿: 宝箱/副本·英雄风雨稻香村: 卢元霸/副本·英雄空雾峰: 夕罗双/副本·天子峰: 孙敬萧/副本·日轮山城: 
35195,副本,4249,歧陌链,0,3,0,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄大衍盘丝洞: 连玉良/副本·英雄夕颜阁: 柳夕的心魔/副本·英雄阴山圣泉: /副本·墨家秘殿: 踏霆车/副本·英雄一线天: 苏清/副本·英雄寂灭厅: 藏·剑邪鸠/副本·英雄剑冢: 叶无心/副本·英雄日轮山城: 谢云流/副本·英雄天工坊: 煞灵魔尸/副本·风雨稻香村: 殷不为/副本·荻花宫前山: 
35196,副本,4249,渐涌链,0,2,0,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,228,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄大衍盘丝洞: 连玉良/副本·英雄夕颜阁: 柳夕的心魔/副本·英雄阴山圣泉: /副本·墨家秘殿: 踏霆车/副本·英雄一线天: 苏清/副本·英雄寂灭厅: 藏·剑邪鸠/副本·英雄剑冢: 叶无心/副本·英雄日轮山城: 谢云流/副本·英雄天工坊: 煞灵魔尸/副本·风雨稻香村: 殷不为/副本·荻花宫前山: 
35197,副本,4249,灿勋链,0,4,0,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄大衍盘丝洞: 连玉良/副本·英雄夕颜阁: 柳夕的心魔/副本·英雄阴山圣泉: /副本·墨家秘殿: 踏霆车/副本·英雄一线天: 苏清/副本·英雄寂灭厅: 藏·剑邪鸠/副本·英雄剑冢: 叶无心/副本·英雄日轮山城: 谢云流/副本·英雄天工坊: 煞灵魔尸/副本·风雨稻香村: 殷不为/副本·荻花宫前山: 
35198,副本,4249,岚羽链,0,5,0,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,190,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄大衍盘丝洞: 连玉良/副本·英雄夕颜阁: 柳夕的心魔/副本·英雄阴山圣泉: /副本·墨家秘殿: 踏霆车/副本·英雄一线天: 苏清/副本·英雄寂灭厅: 藏·剑邪鸠/副本·英雄剑冢: 叶无心/副本·英雄日轮山城: 谢云流/副本·英雄天工坊: 煞灵魔尸/副本·风雨稻香村: 殷不为/副本·荻花宫前山: 
35199,副本,4249,辉环链,0,6,0,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,382,0,0,0,0,0,0,0,,1D10,6,/副本·英雄大衍盘丝洞: 连玉良/副本·英雄夕颜阁: 柳夕的心魔/副本·英雄阴山圣泉: /副本·墨家秘殿: 踏霆车/副本·英雄一线天: 苏清/副本·英雄寂灭厅: 藏·剑邪鸠/副本·英雄剑冢: 叶无心/副本·英雄日轮山城: 谢云流/副本·英雄天工坊: 煞灵魔尸/副本·风雨稻香村: 殷不为/副本·荻花宫前山: 
35200,副本,4249,沉金链,0,7,0,2300,2070,414,0,0,0,0,0,0,0,0,0,53,265,0,0,0,0,0,0,0,0,0,212,0,106,0,0,,1D43,6,/副本·英雄大衍盘丝洞: 连玉良/副本·英雄夕颜阁: 柳夕的心魔/副本·英雄阴山圣泉: /副本·墨家秘殿: 踏霆车/副本·英雄一线天: 苏清/副本·英雄寂灭厅: 藏·剑邪鸠/副本·英雄剑冢: 叶无心/副本·英雄日轮山城: 谢云流/副本·英雄天工坊: 煞灵魔尸/副本·风雨稻香村: 殷不为/副本·荻花宫前山: 
35201,副本,1211,歧陌佩,0,3,1,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,446,212,0,0,0,,1D00,6,"/副本·英雄镜泊湖: 翁幼之/副本·刀轮海厅: 柳雪乾/副本·英雄梵空禅院: 双剑意/副本·春明门: 安守忠/副本·英雄华清宫: 阿依努尔/副本·唐门密室: 机关骰子/副本·英雄仙踪林: 水云/副本·英雄无盐岛: /副本·英雄荻花宫前山: 宝箱2/副本·风雨稻香村: 刘大海/副本·天子峰: 李尧//掉落: 李尧,宝箱2,刘大海,翁幼之,柳雪乾,水云,机关骰子,双剑意,,阿依努尔,安守忠,宝箱"
35202,副本,1211,渐涌佩,0,2,1,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,446,212,0,0,0,,1D01,6,"/副本·英雄镜泊湖: 翁幼之/副本·刀轮海厅: 柳雪乾/副本·英雄梵空禅院: 双剑意/副本·春明门: 安守忠/副本·英雄华清宫: 阿依努尔/副本·唐门密室: 机关骰子/副本·英雄仙踪林: 水云/副本·英雄无盐岛: /副本·英雄荻花宫前山: 宝箱2/副本·风雨稻香村: 刘大海/副本·天子峰: 李尧//掉落: 李尧,宝箱2,刘大海,翁幼之,柳雪乾,水云,机关骰子,双剑意,,阿依努尔,安守忠,宝箱"
35203,副本,1211,灿勋佩,0,4,1,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,446,212,0,0,0,,1D02,6,"/副本·英雄镜泊湖: 翁幼之/副本·刀轮海厅: 柳雪乾/副本·英雄梵空禅院: 双剑意/副本·春明门: 安守忠/副本·英雄华清宫: 阿依努尔/副本·唐门密室: 机关骰子/副本·英雄仙踪林: 水云/副本·英雄无盐岛: /副本·英雄荻花宫前山: 宝箱2/副本·风雨稻香村: 刘大海/副本·天子峰: 李尧//掉落: 李尧,宝箱2,刘大海,翁幼之,柳雪乾,水云,机关骰子,双剑意,,阿依努尔,安守忠,宝箱"
35204,副本,1211,岚羽佩,0,5,1,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,446,212,0,0,0,,1D04,6,"/副本·英雄镜泊湖: 翁幼之/副本·刀轮海厅: 柳雪乾/副本·英雄梵空禅院: 双剑意/副本·春明门: 安守忠/副本·英雄华清宫: 阿依努尔/副本·唐门密室: 机关骰子/副本·英雄仙踪林: 水云/副本·英雄无盐岛: /副本·英雄荻花宫前山: 宝箱2/副本·风雨稻香村: 刘大海/副本·天子峰: 李尧//掉落: 李尧,宝箱2,刘大海,翁幼之,柳雪乾,水云,机关骰子,双剑意,,阿依努尔,安守忠,宝箱"
35205,副本,1211,辉环佩,0,6,1,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,382,0,0,0,0,0,0,0,,1D00,6,"/副本·英雄镜泊湖: 翁幼之/副本·刀轮海厅: 柳雪乾/副本·英雄梵空禅院: 双剑意/副本·春明门: 安守忠/副本·英雄华清宫: 阿依努尔/副本·唐门密室: 机关骰子/副本·英雄仙踪林: 水云/副本·英雄无盐岛: /副本·英雄荻花宫前山: 宝箱2/副本·风雨稻香村: 刘大海/副本·天子峰: 李尧//掉落: 李尧,宝箱2,刘大海,翁幼之,柳雪乾,水云,机关骰子,双剑意,,阿依努尔,安守忠,宝箱"
35206,副本,1211,沉金佩,0,7,1,2300,2070,414,0,0,0,0,0,0,0,0,0,53,265,0,0,0,0,0,0,0,0,0,0,212,106,0,0,,1D43,6,"/副本·英雄镜泊湖: 翁幼之/副本·刀轮海厅: 柳雪乾/副本·英雄梵空禅院: 双剑意/副本·春明门: 安守忠/副本·英雄华清宫: 阿依努尔/副本·唐门密室: 机关骰子/副本·英雄仙踪林: 水云/副本·英雄无盐岛: /副本·英雄荻花宫前山: 宝箱2/副本·风雨稻香村: 刘大海/副本·天子峰: 李尧//掉落: 李尧,宝箱2,刘大海,翁幼之,柳雪乾,水云,机关骰子,双剑意,,阿依努尔,安守忠,宝箱"
35207,副本,1229,歧陌戒,0,3,2,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,446,0,212,0,0,,,6,"/副本·英雄大衍盘丝洞: 文闰一/副本·英雄夕颜阁: 柳哲/副本·英雄阴山圣泉: 莫蕾/副本·墨家秘殿: 兵俑阵/副本·华清宫回忆录: 高力士/副本·英雄寂灭厅: 剑心（解救）/副本·英雄剑冢: 叶金素/副本·英雄日轮山城: /副本·英雄天工坊: 塔玛/副本·风雨稻香村: 秦雷/副本·荻花宫前山: //掉落: ,兵俑阵,,塔玛,叶金素,秦雷,文闰一,剑心（解救）,莫蕾,柳哲,高力士,,,"
35208,副本,1229,渐涌戒,0,2,2,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,446,0,212,0,0,,,6,"/副本·英雄大衍盘丝洞: 文闰一/副本·英雄夕颜阁: 柳哲/副本·英雄阴山圣泉: 莫蕾/副本·墨家秘殿: 兵俑阵/副本·华清宫回忆录: 高力士/副本·英雄寂灭厅: 剑心（解救）/副本·英雄剑冢: 叶金素/副本·英雄日轮山城: /副本·英雄天工坊: 塔玛/副本·风雨稻香村: 秦雷/副本·荻花宫前山: //掉落: ,兵俑阵,,塔玛,叶金素,秦雷,文闰一,剑心（解救）,莫蕾,柳哲,高力士,,,"
35209,副本,1229,灿勋戒,0,4,2,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,446,0,212,0,0,,,6,"/副本·英雄大衍盘丝洞: 文闰一/副本·英雄夕颜阁: 柳哲/副本·英雄阴山圣泉: 莫蕾/副本·墨家秘殿: 兵俑阵/副本·华清宫回忆录: 高力士/副本·英雄寂灭厅: 剑心（解救）/副本·英雄剑冢: 叶金素/副本·英雄日轮山城: /副本·英雄天工坊: 塔玛/副本·风雨稻香村: 秦雷/副本·荻花宫前山: //掉落: ,兵俑阵,,塔玛,叶金素,秦雷,文闰一,剑心（解救）,莫蕾,柳哲,高力士,,,"
35210,副本,1229,岚羽戒,0,5,2,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,446,0,212,0,0,,,6,"/副本·英雄大衍盘丝洞: 文闰一/副本·英雄夕颜阁: 柳哲/副本·英雄阴山圣泉: 莫蕾/副本·墨家秘殿: 兵俑阵/副本·华清宫回忆录: 高力士/副本·英雄寂灭厅: 剑心（解救）/副本·英雄剑冢: 叶金素/副本·英雄日轮山城: /副本·英雄天工坊: 塔玛/副本·风雨稻香村: 秦雷/副本·荻花宫前山: //掉落: ,兵俑阵,,塔玛,叶金素,秦雷,文闰一,剑心（解救）,莫蕾,柳哲,高力士,,,"
35211,副本,1229,辉环戒,0,6,2,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,382,0,0,0,0,,,6,"/副本·英雄大衍盘丝洞: 文闰一/副本·英雄夕颜阁: 柳哲/副本·英雄阴山圣泉: 莫蕾/副本·墨家秘殿: 兵俑阵/副本·华清宫回忆录: 高力士/副本·英雄寂灭厅: 剑心（解救）/副本·英雄剑冢: 叶金素/副本·英雄日轮山城: /副本·英雄天工坊: 塔玛/副本·风雨稻香村: 秦雷/副本·荻花宫前山: //掉落: ,兵俑阵,,塔玛,叶金素,秦雷,文闰一,剑心（解救）,莫蕾,柳哲,高力士,,,"
35212,副本,1229,沉金戒,0,7,2,2300,2070,414,0,0,0,0,0,0,0,0,0,53,0,0,265,1535,0,0,0,0,0,0,212,0,106,0,0,,,6,"/副本·英雄大衍盘丝洞: 文闰一/副本·英雄夕颜阁: 柳哲/副本·英雄阴山圣泉: 莫蕾/副本·墨家秘殿: 兵俑阵/副本·华清宫回忆录: 高力士/副本·英雄寂灭厅: 剑心（解救）/副本·英雄剑冢: 叶金素/副本·英雄日轮山城: /副本·英雄天工坊: 塔玛/副本·风雨稻香村: 秦雷/副本·荻花宫前山: //掉落: ,兵俑阵,,塔玛,叶金素,秦雷,文闰一,剑心（解救）,莫蕾,柳哲,高力士,,,"
35213,副本,4249,独幽链,0,3,0,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄九辩馆: 杀末邪/副本·英雄稻香秘事: 董虎/副本·英雄微山书院: 凤息颜/副本·璨翠海厅: 宇文画/副本·英雄流离岛: 詹素/副本·光明顶秘道: 问寒松/副本·英雄法王窟: 胡鞑/副本·英雄风雨稻香村: 齐宗强/副本·英雄天子峰: 玄阴子/副本·英雄天地三才阵: 范霸/副本·日轮山城: 
35214,副本,4249,独空链,0,2,0,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,228,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄九辩馆: 杀末邪/副本·英雄稻香秘事: 董虎/副本·英雄微山书院: 凤息颜/副本·璨翠海厅: 宇文画/副本·英雄流离岛: 詹素/副本·光明顶秘道: 问寒松/副本·英雄法王窟: 胡鞑/副本·英雄风雨稻香村: 齐宗强/副本·英雄天子峰: 玄阴子/副本·英雄天地三才阵: 范霸/副本·日轮山城: 
35215,副本,4249,独贯链,0,4,0,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄九辩馆: 杀末邪/副本·英雄稻香秘事: 董虎/副本·英雄微山书院: 凤息颜/副本·璨翠海厅: 宇文画/副本·英雄流离岛: 詹素/副本·光明顶秘道: 问寒松/副本·英雄法王窟: 胡鞑/副本·英雄风雨稻香村: 齐宗强/副本·英雄天子峰: 玄阴子/副本·英雄天地三才阵: 范霸/副本·日轮山城: 
35216,副本,4249,独步链,0,5,0,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,190,0,446,0,0,0,212,0,0,0,,1D39,6,/副本·英雄九辩馆: 杀末邪/副本·英雄稻香秘事: 董虎/副本·英雄微山书院: 凤息颜/副本·璨翠海厅: 宇文画/副本·英雄流离岛: 詹素/副本·光明顶秘道: 问寒松/副本·英雄法王窟: 胡鞑/副本·英雄风雨稻香村: 齐宗强/副本·英雄天子峰: 玄阴子/副本·英雄天地三才阵: 范霸/副本·日轮山城: 
35217,副本,4249,独怜链,0,6,0,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,382,0,0,0,0,,1D10,6,/副本·英雄九辩馆: 杀末邪/副本·英雄稻香秘事: 董虎/副本·英雄微山书院: 凤息颜/副本·璨翠海厅: 宇文画/副本·英雄流离岛: 詹素/副本·光明顶秘道: 问寒松/副本·英雄法王窟: 胡鞑/副本·英雄风雨稻香村: 齐宗强/副本·英雄天子峰: 玄阴子/副本·英雄天地三才阵: 范霸/副本·日轮山城: 
35218,副本,4249,独当链,0,7,0,2300,2070,414,0,0,0,0,0,0,0,0,0,53,265,0,0,0,0,0,0,0,0,0,0,212,106,0,0,,1D42,6,/副本·英雄九辩馆: 杀末邪/副本·英雄稻香秘事: 董虎/副本·英雄微山书院: 凤息颜/副本·璨翠海厅: 宇文画/副本·英雄流离岛: 詹素/副本·光明顶秘道: 问寒松/副本·英雄法王窟: 胡鞑/副本·英雄风雨稻香村: 齐宗强/副本·英雄天子峰: 玄阴子/副本·英雄天地三才阵: 范霸/副本·日轮山城: 
35219,副本,1211,独幽坠,0,3,1,2300,2070,287,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,446,0,0,0,212,0,0,0,,1D00,6,/副本·英雄迷渊岛: 魏宗明/副本·银雾湖: 银鼍龙王/副本·英雄引仙水榭: 剑姬阵/副本·雁门关之役: 拓跋离/副本·英雄流离岛: 第五雍容/副本·唐门密室: 汉唐/副本·英雄毒神殿: 鲍穆侠/副本·英雄风雨稻香村: 肖红/副本·英雄空雾峰: 鬼影千华/副本·英雄荻花宫前山: 宝箱3/副本·天子峰: 玄悲
35220,副本,1211,独空坠,0,2,1,2300,2070,287,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,228,0,446,0,0,0,212,0,0,0,,1D01,6,/副本·英雄迷渊岛: 魏宗明/副本·银雾湖: 银鼍龙王/副本·英雄引仙水榭: 剑姬阵/副本·雁门关之役: 拓跋离/副本·英雄流离岛: 第五雍容/副本·唐门密室: 汉唐/副本·英雄毒神殿: 鲍穆侠/副本·英雄风雨稻香村: 肖红/副本·英雄空雾峰: 鬼影千华/副本·英雄荻花宫前山: 宝箱3/副本·天子峰: 玄悲
35221,副本,1211,独贯坠,0,4,1,2300,2070,287,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,446,0,0,0,212,0,0,0,,1D02,6,/副本·英雄迷渊岛: 魏宗明/副本·银雾湖: 银鼍龙王/副本·英雄引仙水榭: 剑姬阵/副本·雁门关之役: 拓跋离/副本·英雄流离岛: 第五雍容/副本·唐门密室: 汉唐/副本·英雄毒神殿: 鲍穆侠/副本·英雄风雨稻香村: 肖红/副本·英雄空雾峰: 鬼影千华/副本·英雄荻花宫前山: 宝箱3/副本·天子峰: 玄悲
35222,副本,1211,独步坠,0,5,1,2300,2070,287,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,190,0,446,0,0,0,212,0,0,0,,1D04,6,/副本·英雄迷渊岛: 魏宗明/副本·银雾湖: 银鼍龙王/副本·英雄引仙水榭: 剑姬阵/副本·雁门关之役: 拓跋离/副本·英雄流离岛: 第五雍容/副本·唐门密室: 汉唐/副本·英雄毒神殿: 鲍穆侠/副本·英雄风雨稻香村: 肖红/副本·英雄空雾峰: 鬼影千华/副本·英雄荻花宫前山: 宝箱3/副本·天子峰: 玄悲
