id,type,comment,activity,limitedTime,redeem,reputationId,bossId
757,raid,,,0,,NULL,553
758,raid,,,0,,NULL,554
759,raid,,,0,,NULL,555
760,raid,,,0,,NULL,556
761,raid,,,0,,NULL,557
762,raid,,,0,,NULL,558
763,other,•关卡宝箱,,0,,NULL,NULL
764,other,任务•五炼轮珠自成刀,,0,,NULL,NULL
765,raid,,,0,,NULL,559
766,raid,,,0,,NULL,560
767,raid,,,0,,NULL,561
768,raid,,,0,,NULL,562
769,raid,,,0,,NULL,563
770,raid,,,0,,NULL,564
771,raid,,,0,,NULL,565
772,raid,,,0,,NULL,566
773,other,•Boss本体,,0,,NULL,NULL
774,raid,,,0,,NULL,567
775,raid,,,0,,NULL,568
776,raid,,,0,,NULL,569
777,raid,,,0,,NULL,570
778,raid,,,0,,NULL,571
779,raid,,,0,,NULL,572
780,raid,,,0,,NULL,573
781,raid,,,0,,NULL,574
782,other,任务•二宝合力神兵成,,0,,NULL,NULL
783,other,任务•孤望飞霜满,,0,,NULL,NULL
784,other,任务•碧水生河川,,0,,NULL,NULL
785,other,任务•重黎再世灭苍茫,,0,,NULL,NULL
786,other,任务•豪杰不悔东都狼,,0,,NULL,NULL
787,other,任务•道法自然定乾坤,,0,,NULL,NULL
788,other,任务•苍髯断发应师恩,,0,,NULL,NULL
789,other,"任务•睦锦刺绣现舞神,龙魄再现血影齐",,0,,NULL,NULL
790,other,任务•忘情蝎灵附故笛·伤,,0,,NULL,NULL
791,other,任务•忘情蝎灵附故笛·愈,,0,,NULL,NULL
792,other,任务•连珠神兵焕真姿,,0,,NULL,NULL
793,other,任务•狩天利器终现世,,0,,NULL,NULL
794,other,任务•神殿万毒注蛇剑,,0,,NULL,NULL
795,other,任务•金棒龙吟震百里,,0,,NULL,NULL
796,other,任务•永燃的红月,,0,,NULL,NULL
797,other,任务•复苏的蓝风,,0,,NULL,NULL
798,other,"任务•铸气刑天护家国,魄气冲天寻怒首",,0,,NULL,NULL
799,other,"任务•金丝上弦瑶琴开,又见龙魄始复还",,0,,NULL,NULL
800,other,任务•水火相融试木珠,,0,,NULL,NULL
801,other,任务•初成,,0,,NULL,NULL
802,other,"任务•探查村中·中部,吸引火力",,0,,NULL,NULL
803,other,"任务•敌军撤离,解救诸人",,0,,NULL,NULL
804,other,"任务•舍寿入灭,心剑何在",,0,,NULL,NULL
805,other,"任务•雷灵祭坛,十万火急",,0,,NULL,NULL
806,raid,,,0,,NULL,575
807,other,任务•泥犁之狱,,0,,NULL,NULL
808,other,任务•礼敬诸佛,,0,,NULL,NULL
809,other,任务•闲心,,0,,NULL,NULL
810,other,任务•日月之昭,,0,,NULL,NULL
811,other,任务•泣血,,0,,NULL,NULL
812,other,任务•岩鳞,,0,,NULL,NULL
813,other,任务•松间云鹤,,0,,NULL,NULL
814,other,任务•玄鹤唳天,,0,,NULL,NULL
815,other,任务•风雪关河,,0,,NULL,NULL
816,other,任务•寒枝芳信,,0,,NULL,NULL
817,other,任务•昆山玉碎,,0,,NULL,NULL
818,other,任务•烛幽,,0,,NULL,NULL
819,other,任务•古雀翎,,0,,NULL,NULL
820,other,任务•柬河轻风,,0,,NULL,NULL
821,other,任务•麒天·麟战,,0,,NULL,NULL
822,other,任务•燕枝行,,0,,NULL,NULL
823,other,任务•悬炎鸱吻,,0,,NULL,NULL
824,other,任务•洞虚灵蛇,,0,,NULL,NULL
825,other,任务•白狼河北,,0,,NULL,NULL
826,other,任务•四面边声,,0,,NULL,NULL
827,other,任务•天下士人,,0,,NULL,NULL
828,other,任务•求仁,,0,,NULL,NULL
829,other,任务•以彼道,,0,,NULL,NULL
830,other,任务•仙舆,,0,,NULL,NULL
831,other,任务•羽书朝继,,0,,NULL,NULL
832,other,任务•归一,,0,,NULL,NULL
833,other,任务•忘川饮泉·同归,,0,,NULL,NULL
834,other,任务•雪海散华,,0,,NULL,NULL
835,other,任务•收集物资,,0,,NULL,NULL
836,raid,,,0,,NULL,576
837,raid,,,0,,NULL,577
838,raid,,,0,,NULL,578
839,raid,,,0,,NULL,579
840,raid,,,0,,NULL,580
841,raid,,,0,,NULL,581
842,raid,,,0,,NULL,582
843,raid,,,0,,NULL,583
844,raid,,,0,,NULL,584
845,raid,,,0,,NULL,585
846,raid,,,0,,NULL,586
847,raid,,,0,,NULL,587
848,raid,,,0,,NULL,588
849,raid,,,0,,NULL,589
850,raid,,,0,,NULL,590
851,raid,,,0,,NULL,591
852,raid,,,0,,NULL,592
853,raid,,,0,,NULL,593
854,raid,,,0,,NULL,594
855,other,"•关卡宝箱,关卡宝箱,关卡宝箱",,0,,NULL,NULL
856,raid,,,0,,NULL,595
857,raid,,,0,,NULL,596
858,raid,,,0,,NULL,597
859,raid,,,0,,NULL,598
